Sample ID,Poolseq ID (2020)1,Population,Latitude,Longitude,Date collected,gDNA plate ID,UD_i7,UD_i5,Depth
BdC11,,Baie de Chaleur,47.83,-65.5,2020,Snow Crab 5 (2020),UDP0283_i7,UDP0283_i5,
BdC12,,Baie de Chaleur,47.83,-65.5,2020,Snow Crab 5 (2020),UDP0284_i7,UDP0284_i5,
BdC13,,Baie de Chaleur,47.83,-65.5,2020,Snow Crab 5 (2020),UDP0285_i7,UDP0285_i5,
BdC14,,Baie de Chaleur,47.83,-65.5,2020,Snow Crab 5 (2020),UDP0286_i7,UDP0286_i5,
BdC15,,Baie de Chaleur,47.83,-65.5,2020,Snow Crab 5 (2020),UDP0287_i7,UDP0287_i5,
BdC16,,Baie de Chaleur,47.83,-65.5,2020,Snow Crab 5 (2020),UDP0277_i7,UDP0277_i5,
BdC17,,Baie de Chaleur,47.83,-65.5,2020,Snow Crab 5 (2020),UDP0200_i7,UDP0200_i5,
BdC18,,Baie de Chaleur,47.83,-65.5,2020,Snow Crab 5 (2020),UDP0208_i7,UDP0208_i5,
BdC19,10B19,Baie de Chaleur,47.83,-65.5,2020,Snow Crab 5 (2020),UDP0216_i7,UDP0216_i5,
BdC2,,Baie de Chaleur,47.83,-65.5,2020,Snow Crab 5 (2020),UDP0274_i7,UDP0274_i5,
BdC20,,Baie de Chaleur,47.83,-65.5,2020,Snow Crab 5 (2020),UDP0224_i7,UDP0224_i5,
BdC21,,Baie de Chaleur,47.83,-65.5,2020,Snow Crab 5 (2020),UDP0232_i7,UDP0232_i5,
BdC22,,Baie de Chaleur,47.83,-65.5,2020,Snow Crab 5 (2020),UDP0240_i7,UDP0240_i5,
BdC23,,Baie de Chaleur,47.83,-65.5,2020,Snow Crab 5 (2020),UDP0248_i7,UDP0248_i5,
BdC24,,Baie de Chaleur,47.83,-65.5,2020,Snow Crab 5 (2020),UDP0256_i7,UDP0256_i5,
BdC25,,Baie de Chaleur,47.83,-65.5,2020,Snow Crab 5 (2020),UDP0264_i7,UDP0264_i5,
BdC26,,Baie de Chaleur,47.83,-65.5,2020,Snow Crab 5 (2020),UDP0272_i7,UDP0272_i5,
BdC27,,Baie de Chaleur,47.83,-65.5,2020,Snow Crab 5 (2020),UDP0273_i7,UDP0273_i5,
BdC28,,Baie de Chaleur,47.83,-65.5,2020,Snow Crab 5 (2020),UDP0274_i7,UDP0274_i5,
BdC29,,Baie de Chaleur,47.83,-65.5,2020,Snow Crab 5 (2020),UDP0275_i7,UDP0275_i5,
BdC3,,Baie de Chaleur,47.83,-65.5,2020,Snow Crab 5 (2020),UDP0275_i7,UDP0275_i5,
BdC30,,Baie de Chaleur,47.83,-65.5,2020,Snow Crab 5 (2020),UDP0276_i7,UDP0276_i5,
BdC4,,Baie de Chaleur,47.83,-65.5,2020,Snow Crab 5 (2020),UDP0276_i7,UDP0276_i5,
BdC5,,Baie de Chaleur,47.83,-65.5,2020,Snow Crab 5 (2020),UDP0277_i7,UDP0277_i5,
BdC6,,Baie de Chaleur,47.83,-65.5,2020,Snow Crab 5 (2020),UDP0278_i7,UDP0278_i5,
BdC7,,Baie de Chaleur,47.83,-65.5,2020,Snow Crab 5 (2020),UDP0279_i7,UDP0279_i5,
BdC8,,Baie de Chaleur,47.83,-65.5,2020,Snow Crab 5 (2020),UDP0280_i7,UDP0280_i5,
BdC9,,Baie de Chaleur,47.83,-65.5,2020,Snow Crab 5 (2020),UDP0281_i7,UDP0281_i5,
CPS_1,,Matthew Marie Pier II/CPS,46.948,-47.938167,2021,Snow Crab 3 (Lib7) 2021,UDP0097_i7,UDP0097_i5,80 fm
CPS_10,,Matthew Marie Pier II/CPS,46.948,-47.938167,2021,Snow Crab 3 (Lib7) 2030,UDP0097_i7,UDP0097_i5,80 fm
CPS_11,,Matthew Marie Pier II/CPS,46.948,-47.938167,2021,Snow Crab 3 (Lib7) 2031,UDP0097_i7,UDP0097_i5,80 fm
CPS_12,,Matthew Marie Pier II/CPS,46.948,-47.938167,2021,Snow Crab 3 (Lib7) 2032,UDP0097_i7,UDP0097_i5,80 fm
CPS_13,,Matthew Marie Pier II/CPS,46.948,-47.938167,2021,Snow Crab 3 (Lib7) 2033,UDP0097_i7,UDP0097_i5,80 fm
CPS_14,,Matthew Marie Pier II/CPS,46.948,-47.938167,2021,Snow Crab 3 (Lib7) 2034,UDP0097_i7,UDP0097_i5,80 fm
CPS_15,,Matthew Marie Pier II/CPS,46.948,-47.938167,2021,Snow Crab 3 (Lib7) 2035,UDP0097_i7,UDP0097_i5,80 fm
CPS_16,,Matthew Marie Pier II/CPS,46.948,-47.938167,2021,Snow Crab 3 (Lib7) 2036,UDP0097_i7,UDP0097_i5,80 fm
CPS_17,,Matthew Marie Pier II/CPS,46.948,-47.938167,2021,Snow Crab 3 (Lib7) 2037,UDP0097_i7,UDP0097_i5,80 fm
CPS_18,,Matthew Marie Pier II/CPS,46.948,-47.938167,2021,Snow Crab 3 (Lib7) 2038,UDP0097_i7,UDP0097_i5,80 fm
CPS_19,,Matthew Marie Pier II/CPS,46.948,-47.938167,2021,Snow Crab 3 (Lib7) 2039,UDP0097_i7,UDP0097_i5,80 fm
CPS_2,,Matthew Marie Pier II/CPS,46.948,-47.938167,2021,Snow Crab 3 (Lib7) 2022,UDP0097_i7,UDP0097_i5,80 fm
CPS_20,,Matthew Marie Pier II/CPS,46.948,-47.938167,2021,Snow Crab 3 (Lib7) 2040,UDP0097_i7,UDP0097_i5,80 fm
CPS_21,,Matthew Marie Pier II/CPS,46.948,-47.938167,2021,Snow Crab 3 (Lib7) 2041,UDP0097_i7,UDP0097_i5,80 fm
CPS_22,,Matthew Marie Pier II/CPS,46.948,-47.938167,2021,Snow Crab 3 (Lib7) 2042,UDP0097_i7,UDP0097_i5,80 fm
CPS_23,,Matthew Marie Pier II/CPS,46.948,-47.938167,2021,Snow Crab 3 (Lib7) 2043,UDP0097_i7,UDP0097_i5,80 fm
CPS_24,,Matthew Marie Pier II/CPS,46.948,-47.938167,2021,Snow Crab 3 (Lib7) 2044,UDP0097_i7,UDP0097_i5,80 fm
CPS_25,,Matthew Marie Pier II/CPS,46.948,-47.938167,2021,Snow Crab 3 (Lib7) 2045,UDP0097_i7,UDP0097_i5,80 fm
CPS_26,,Matthew Marie Pier II/CPS,46.948,-47.938167,2021,Snow Crab 3 (Lib7) 2046,UDP0097_i7,UDP0097_i5,80 fm
CPS_27,,Matthew Marie Pier II/CPS,46.948,-47.938167,2021,Snow Crab 3 (Lib7) 2047,UDP0097_i7,UDP0097_i5,80 fm
CPS_28,,Matthew Marie Pier II/CPS,46.948,-47.938167,2021,Snow Crab 3 (Lib7) 2048,UDP0097_i7,UDP0097_i5,80 fm
CPS_29,,Matthew Marie Pier II/CPS,46.948,-47.938167,2021,Snow Crab 3 (Lib7) 2049,UDP0097_i7,UDP0097_i5,80 fm
CPS_3,,Matthew Marie Pier II/CPS,46.948,-47.938167,2021,Snow Crab 3 (Lib7) 2023,UDP0097_i7,UDP0097_i5,80 fm
CPS_30,,Matthew Marie Pier II/CPS,46.948,-47.938167,2021,Snow Crab 3 (Lib7) 2050,UDP0097_i7,UDP0097_i5,80 fm
CPS_31,,Matthew Marie Pier II/CPS,46.948,-47.938167,2021,Snow Crab 3 (Lib7) 2051,UDP0097_i7,UDP0097_i5,80 fm
CPS_32,,Matthew Marie Pier II/CPS,46.948,-47.938167,2021,Snow Crab 3 (Lib7) 2052,UDP0097_i7,UDP0097_i5,80 fm
CPS_33,,Matthew Marie Pier II/CPS,46.948,-47.938167,2021,Snow Crab 3 (Lib7) 2053,UDP0097_i7,UDP0097_i5,80 fm
CPS_34,,Matthew Marie Pier II/CPS,46.948,-47.938167,2021,Snow Crab 3 (Lib7) 2054,UDP0097_i7,UDP0097_i5,80 fm
CPS_35,,Matthew Marie Pier II/CPS,46.948,-47.938167,2021,Snow Crab 3 (Lib7) 2055,UDP0097_i7,UDP0097_i5,80 fm
CPS_4,,Matthew Marie Pier II/CPS,46.948,-47.938167,2021,Snow Crab 3 (Lib7) 2024,UDP0097_i7,UDP0097_i5,80 fm
CPS_5,,Matthew Marie Pier II/CPS,46.948,-47.938167,2021,Snow Crab 3 (Lib7) 2025,UDP0097_i7,UDP0097_i5,80 fm
CPS_6,,Matthew Marie Pier II/CPS,46.948,-47.938167,2021,Snow Crab 3 (Lib7) 2026,UDP0097_i7,UDP0097_i5,80 fm
CPS_7,,Matthew Marie Pier II/CPS,46.948,-47.938167,2021,Snow Crab 3 (Lib7) 2027,UDP0097_i7,UDP0097_i5,80 fm
CPS_8,,Matthew Marie Pier II/CPS,46.948,-47.938167,2021,Snow Crab 3 (Lib7) 2028,UDP0097_i7,UDP0097_i5,80 fm
CPS_9,,Matthew Marie Pier II/CPS,46.948,-47.938167,2021,Snow Crab 3 (Lib7) 2029,UDP0097_i7,UDP0097_i5,80 fm
D013,,Maritime D,44.45767,-60.865,2020,,UDP0167_i7,UDP0167_i5,
D014,,Maritime D,44.45767,-60.865,2020,,UDP0168_i7,UDP0168_i5,
D015,,Maritime D,44.45767,-60.865,2020,,UDP0169_i7,UDP0169_i5,
D016,,Maritime D,44.45767,-60.865,2020,,UDP0170_i7,UDP0170_i5,
D017,,Maritime D,44.45767,-60.865,2020,,UDP0171_i7,UDP0171_i5,
D018,,Maritime D,44.45767,-60.865,2020,,UDP0172_i7,UDP0172_i5,
D019,,Maritime D,44.45767,-60.865,2020,,UDP0173_i7,UDP0173_i5,
D020,,Maritime D,44.45767,-60.865,2020,,UDP0174_i7,UDP0174_i5,
D021,,Maritime D,44.45767,-60.865,2020,,UDP0175_i7,UDP0175_i5,
D022,,Maritime D,44.45767,-60.865,2020,,UDP0176_i7,UDP0176_i5,
D023,,Maritime D,44.45767,-60.865,2020,,UDP0177_i7,UDP0177_i5,
D024,,Maritime D,44.45767,-60.865,2020,,UDP0178_i7,UDP0178_i5,
D025,,Maritime D,44.45767,-60.865,2020,,UDP0179_i7,UDP0179_i5,
D026,,Maritime D,44.45767,-60.865,2020,,UDP0180_i7,UDP0180_i5,
D027,,Maritime D,44.45767,-60.865,2020,,UDP0181_i7,UDP0181_i5,
D028,,Maritime D,44.45767,-60.865,2020,,UDP0182_i7,UDP0182_i5,
D029,,Maritime D,44.45767,-60.865,2020,,UDP0183_i7,UDP0183_i5,
D030,,Maritime D,44.45767,-60.865,2020,,UDP0184_i7,UDP0184_i5,
D031,,Maritime D,44.45767,-60.865,2020,,UDP0185_i7,UDP0185_i5,
D032,,Maritime D,44.45767,-60.865,2020,,UDP0186_i7,UDP0186_i5,
D033,,Maritime D,44.45767,-60.865,2020,,UDP0187_i7,UDP0187_i5,
D034,,Maritime D,44.45767,-60.865,2020,,UDP0188_i7,UDP0188_i5,
D035,,Maritime D,44.45767,-60.865,2020,,UDP0189_i7,UDP0189_i5,
D036,,Maritime D,44.45767,-60.865,2020,,UDP0190_i7,UDP0190_i5,
D037,,Maritime D,44.45767,-60.865,2020,,UDP0191_i7,UDP0191_i5,
D039,,Maritime D,44.45767,-60.865,2020,,UDP0025_i7,UDP0025_i5,
D040,,Maritime D,44.45767,-60.865,2020,,UDP0026_i7,UDP0026_i5,
D041,,Maritime D,44.45767,-60.865,2020,,UDP0027_i7,UDP0027_i5,
D042,,Maritime D,44.45767,-60.865,2020,,UDP0028_i7,UDP0028_i5,
D043,,Maritime D,44.45767,-60.865,2020,,UDP0029_i7,UDP0029_i5,
D044,,Maritime D,44.45767,-60.865,2020,,UDP0030_i7,UDP0030_i5,
D045,,Maritime D,44.45767,-60.865,2020,,UDP0031_i7,UDP0031_i5,
D046,,Maritime D,44.45767,-60.865,2020,,UDP0032_i7,UDP0032_i5,
D047,,Maritime D,44.45767,-60.865,2020,,UDP0313_i7,UDP0313_i5,
D048,,Maritime D,44.45767,-60.865,2020,,UDP0321_i7,UDP0321_i5,
FB_1,,Fortune Bay,47.35,-55.46,2021,,UDP0142_i7,UDP0142_i5,
FB_10,,Fortune Bay,47.35,-55.46,2021,,UDP0151_i7,UDP0151_i5,
FB_11,,Fortune Bay,47.35,-55.46,2021,,UDP0152_i7,UDP0152_i5,
FB_12,,Fortune Bay,47.35,-55.46,2021,,UDP0153_i7,UDP0153_i5,
FB_13,,Fortune Bay,47.35,-55.46,2021,,UDP0154_i7,UDP0154_i5,
FB_14,,Fortune Bay,47.35,-55.46,2021,,UDP0155_i7,UDP0155_i5,
FB_15,,Fortune Bay,47.35,-55.46,2021,,UDP0156_i7,UDP0156_i5,
FB_16,,Fortune Bay,47.35,-55.46,2021,,UDP0157_i7,UDP0157_i5,
FB_17,,Fortune Bay,47.35,-55.46,2021,,UDP0158_i7,UDP0158_i5,
FB_18,,Fortune Bay,47.35,-55.46,2021,,UDP0159_i7,UDP0159_i5,
FB_19,,Fortune Bay,47.35,-55.46,2021,,UDP0160_i7,UDP0160_i5,
FB_2,,Fortune Bay,47.35,-55.46,2021,,UDP0143_i7,UDP0143_i5,
FB_20,,Fortune Bay,47.35,-55.46,2021,,UDP0161_i7,UDP0161_i5,
FB_21,,Fortune Bay,47.35,-55.46,2021,,UDP0162_i7,UDP0162_i5,
FB_22,,Fortune Bay,47.35,-55.46,2021,,UDP0163_i7,UDP0163_i5,
FB_23,,Fortune Bay,47.35,-55.46,2021,,UDP0164_i7,UDP0164_i5,
FB_24,,Fortune Bay,47.35,-55.46,2021,,UDP0165_i7,UDP0165_i5,
FB_25,,Fortune Bay,47.35,-55.46,2021,,UDP0166_i7,UDP0166_i5,
FB_26,,Fortune Bay,47.35,-55.46,2021,,UDP0167_i7,UDP0167_i5,
FB_27,,Fortune Bay,47.35,-55.46,2021,,UDP0168_i7,UDP0168_i5,
FB_28,,Fortune Bay,47.35,-55.46,2021,,UDP0169_i7,UDP0169_i5,
FB_29,,Fortune Bay,47.35,-55.46,2021,,UDP0170_i7,UDP0170_i5,
FB_3,,Fortune Bay,47.35,-55.46,2021,,UDP0144_i7,UDP0144_i5,
FB_30,,Fortune Bay,47.35,-55.46,2021,,UDP0171_i7,UDP0171_i5,
FB_31,,Fortune Bay,47.35,-55.46,2021,,UDP0172_i7,UDP0172_i5,
FB_32,,Fortune Bay,47.35,-55.46,2021,,UDP0173_i7,UDP0173_i5,
FB_33,,Fortune Bay,47.35,-55.46,2021,,UDP0174_i7,UDP0174_i5,
FB_34,,Fortune Bay,47.35,-55.46,2021,,UDP0175_i7,UDP0175_i5,
FB_35,,Fortune Bay,47.35,-55.46,2021,,UDP0176_i7,UDP0176_i5,
FB_4,,Fortune Bay,47.35,-55.46,2021,,UDP0145_i7,UDP0145_i5,
FB_5,,Fortune Bay,47.35,-55.46,2021,,UDP0146_i7,UDP0146_i5,
FB_6,,Fortune Bay,47.35,-55.46,2021,,UDP0147_i7,UDP0147_i5,
FB_7,,Fortune Bay,47.35,-55.46,2021,,UDP0148_i7,UDP0148_i5,
FB_8,,Fortune Bay,47.35,-55.46,2021,,UDP0149_i7,UDP0149_i5,
FB_9,,Fortune Bay,47.35,-55.46,2021,,UDP0150_i7,UDP0150_i5,
LC1,LC1,Lilly Canyon,44.899451,-49.147473,2020,Snow Crab 7 (2020),UDP0263_i7,UDP0263_i5,
LC10,LC10,Lilly Canyon,44.899451,-49.147473,2020,Snow Crab 7 (2020),UDP0268_i7,UDP0268_i5,
LC11,LC11,Lilly Canyon,44.899451,-49.147473,2020,Snow Crab 7 (2020),UDP0269_i7,UDP0269_i5,
LC12,LC12,Lilly Canyon,44.899451,-49.147473,2020,Snow Crab 7 (2020),UDP0270_i7,UDP0270_i5,
LC13,LC13,Lilly Canyon,44.899451,-49.147473,2020,Snow Crab 7 (2020),UDP0271_i7,UDP0271_i5,
LC14,LC14,Lilly Canyon,44.899451,-49.147473,2020,Snow Crab 7 (2020),UDP0272_i7,UDP0272_i5,
LC15,LC15,Lilly Canyon,44.899451,-49.147473,2020,Snow Crab 7 (2020),UDP0273_i7,UDP0273_i5,
LC16,LC16,Lilly Canyon,44.899451,-49.147473,2020,Snow Crab 7 (2020),UDP0274_i7,UDP0274_i5,
LC17,LC17,Lilly Canyon,44.899451,-49.147473,2020,Snow Crab 7 (2020),UDP0275_i7,UDP0275_i5,
LC18,LC18,Lilly Canyon,44.899451,-49.147473,2020,Snow Crab 7 (2020),UDP0276_i7,UDP0276_i5,
LC19,LC19,Lilly Canyon,44.899451,-49.147473,2020,Snow Crab 7 (2020),UDP0277_i7,UDP0277_i5,
LC2,LC2,Lilly Canyon,44.899451,-49.147473,2020,Snow Crab 7 (2020),UDP0264_i7,UDP0264_i5,
LC20,LC20,Lilly Canyon,44.899451,-49.147473,2020,Snow Crab 7 (2020),UDP0278_i7,UDP0278_i5,
LC21,LC21,Lilly Canyon,44.899451,-49.147473,2020,Snow Crab 7 (2020),UDP0279_i7,UDP0279_i5,
LC22,LC22,Lilly Canyon,44.899451,-49.147473,2020,Snow Crab 7 (2020),UDP0280_i7,UDP0280_i5,
LC23,LC23,Lilly Canyon,44.899451,-49.147473,2020,Snow Crab 7 (2020),UDP0281_i7,UDP0281_i5,
LC24,LC24,Lilly Canyon,44.899451,-49.147473,2020,Snow Crab 7 (2020),UDP0282_i7,UDP0282_i5,
LC25,LC25,Lilly Canyon,44.899451,-49.147473,2020,Snow Crab 7 (2020),UDP0283_i7,UDP0283_i5,
LC26,,Lilly Canyon,44.899451,-49.147473,2020,Snow Crab 7 (2020),UDP0284_i7,UDP0284_i5,
LC27,LC27,Lilly Canyon,44.899451,-49.147473,2020,Snow Crab 7 (2020),UDP0285_i7,UDP0285_i5,
LC28,LC28,Lilly Canyon,44.899451,-49.147473,2020,Snow Crab 7 (2020),UDP0286_i7,UDP0286_i5,
LC29,LC29,Lilly Canyon,44.899451,-49.147473,2020,Snow Crab 7 (2020),UDP0287_i7,UDP0287_i5,
LC3,,Lilly Canyon,44.899451,-49.147473,2020,Snow Crab 7 (2020),UDP0263_i7,UDP0263_i5,
LC31,,Lilly Canyon,44.899451,-49.147473,2020,Snow Crab 7 (2020),UDP0265_i7,UDP0265_i5,
LC32,,Lilly Canyon,44.899451,-49.147473,2020,Snow Crab 7 (2020),UDP0266_i7,UDP0266_i5,
LC33,,Lilly Canyon,44.899451,-49.147473,2020,Snow Crab 7 (2020),UDP0267_i7,UDP0267_i5,
LC34,,Lilly Canyon,44.899451,-49.147473,2020,Snow Crab 7 (2020),UDP0268_i7,UDP0268_i5,
LC35,,Lilly Canyon,44.899451,-49.147473,2020,Snow Crab 7 (2020),UDP0269_i7,UDP0269_i5,
LC36,,Lilly Canyon,44.899451,-49.147473,2020,Snow Crab 7 (2020),UDP0270_i7,UDP0270_i5,
LC37,,Lilly Canyon,44.899451,-49.147473,2020,Snow Crab 7 (2020),UDP0271_i7,UDP0271_i5,
LC38,,Lilly Canyon,44.899451,-49.147473,2020,Snow Crab 7 (2020),UDP0272_i7,UDP0272_i5,
LC4,,Lilly Canyon,44.899451,-49.147473,2020,Snow Crab 7 (2020),UDP0264_i7,UDP0264_i5,
LC7,LC7,Lilly Canyon,44.899451,-49.147473,2020,Snow Crab 7 (2020),UDP0265_i7,UDP0265_i5,
LC8,LC8,Lilly Canyon,44.899451,-49.147473,2020,Snow Crab 7 (2020),UDP0266_i7,UDP0266_i5,
LC9,LC9,Lilly Canyon,44.899451,-49.147473,2020,Snow Crab 7 (2020),UDP0267_i7,UDP0267_i5,
MB1,B1,Maritime B,46.0235,-58.951,2020,Snow Crab 1 (2020),UDP0193_i7,UDP0193_i5,
MB10,B10,Maritime B,46.0235,-58.951,2020,Snow Crab 1 (2020),UDP0202_i7,UDP0202_i5,
MB11,B11,Maritime B,46.0235,-58.951,2020,Snow Crab 1 (2020),UDP0203_i7,UDP0203_i5,
MB12,B12,Maritime B,46.0235,-58.951,2020,Snow Crab 1 (2020),UDP0204_i7,UDP0204_i5,
MB13,B13,Maritime B,46.0235,-58.951,2020,Snow Crab 1 (2020),UDP0205_i7,UDP0205_i5,
MB14,B14,Maritime B,46.0235,-58.951,2020,Snow Crab 1 (2020),UDP0206_i7,UDP0206_i5,
MB15,B15,Maritime B,46.0235,-58.951,2020,Snow Crab 1 (2020),UDP0212_i7,UDP0212_i5,
MB16,B16,Maritime B,46.0235,-58.951,2020,Snow Crab 1 (2020),UDP0218_i7,UDP0218_i5,
MB17,B17,Maritime B,46.0235,-58.951,2020,Snow Crab 1 (2020),UDP0220_i7,UDP0220_i5,
MB18,B18,Maritime B,46.0235,-58.951,2020,Snow Crab 1 (2020),UDP0219_i7,UDP0219_i5,
MB19,B19,Maritime B,46.0235,-58.951,2020,Snow Crab 1 (2020),UDP0217_i7,UDP0217_i5,
MB2,B2,Maritime B,46.0235,-58.951,2020,Snow Crab 1 (2020),UDP0194_i7,UDP0194_i5,
MB20,,Maritime B,46.0235,-58.951,2020,Snow Crab 1 (2020),UDP0209_i7,UDP0209_i5,
MB21,B21,Maritime B,46.0235,-58.951,2020,Snow Crab 1 (2020),UDP0211_i7,UDP0211_i5,
MB22,B22,Maritime B,46.0235,-58.951,2020,Snow Crab 1 (2020),UDP0207_i7,UDP0207_i5,
MB23,B23,Maritime B,46.0235,-58.951,2020,Snow Crab 1 (2020),UDP0208_i7,UDP0208_i5,
MB24,B24,Maritime B,46.0235,-58.951,2020,Snow Crab 1 (2020),UDP0215_i7,UDP0215_i5,
MB25,B25,Maritime B,46.0235,-58.951,2020,Snow Crab 1 (2020),UDP0221_i7,UDP0221_i5,
MB26,B26,Maritime B,46.0235,-58.951,2020,Snow Crab 1 (2020),UDP0222_i7,UDP0222_i5,
MB27,B27,Maritime B,46.0235,-58.951,2020,Snow Crab 1 (2020),UDP0223_i7,UDP0223_i5,
MB28,B28,Maritime B,46.0235,-58.951,2020,Snow Crab 1 (2020),UDP0216_i7,UDP0216_i5,
MB29,B29,Maritime B,46.0235,-58.951,2020,Snow Crab 1 (2020),UDP0213_i7,UDP0213_i5,
MB3,B3,Maritime B,46.0235,-58.951,2020,Snow Crab 1 (2020),UDP0195_i7,UDP0195_i5,
MB30,B30,Maritime B,46.0235,-58.951,2020,Snow Crab 1 (2020),UDP0214_i7,UDP0214_i5,
MB31,,Maritime B,46.0235,-58.951,2020,Snow Crab 1 (2020),UDP0210_i7,UDP0210_i5,
MB32,,Maritime B,46.0235,-58.951,2020,Snow Crab 1 (2020),UDP0224_i7,UDP0224_i5,
MB33,,Maritime B,46.0235,-58.951,2020,Snow Crab 1 (2020),UDP0225_i7,UDP0225_i5,
MB34,B34,Maritime B,46.0235,-58.951,2020,Snow Crab 1 (2020),UDP0226_i7,UDP0226_i5,
MB35,B35,Maritime B,46.0235,-58.951,2020,Snow Crab 1 (2020),UDP0227_i7,UDP0227_i5,
MB4,B4,Maritime B,46.0235,-58.951,2020,Snow Crab 1 (2020),UDP0196_i7,UDP0196_i5,
MB5,B5,Maritime B,46.0235,-58.951,2020,Snow Crab 1 (2020),UDP0197_i7,UDP0197_i5,
MB6,B6,Maritime B,46.0235,-58.951,2020,Snow Crab 1 (2020),UDP0198_i7,UDP0198_i5,
MB7,B7,Maritime B,46.0235,-58.951,2020,Snow Crab 1 (2020),UDP0199_i7,UDP0199_i5,
MB8,B8,Maritime B,46.0235,-58.951,2020,Snow Crab 1 (2020),UDP0200_i7,UDP0200_i5,
MB9,B9,Maritime B,46.0235,-58.951,2020,Snow Crab 1 (2020),UDP0201_i7,UDP0201_i5,
MC1,C1,Maritime C,44.45433,-63.25367,2020,Snow Crab 4 (2020),UDP0193_i7,UDP0193_i5,
MC10,C10,Maritime C,44.45433,-63.25367,2020,Snow Crab 4 (2020),UDP0202_i7,UDP0202_i5,
MC11,C11,Maritime C,44.45433,-63.25367,2020,Snow Crab 4 (2020),UDP0203_i7,UDP0203_i5,
MC12,,Maritime C,44.45433,-63.25367,2020,Snow Crab 4 (2020),UDP0204_i7,UDP0204_i5,
MC13,C13,Maritime C,44.45433,-63.25367,2020,Snow Crab 4 (2020),UDP0205_i7,UDP0205_i5,
MC14,C14,Maritime C,44.45433,-63.25367,2020,Snow Crab 4 (2020),UDP0206_i7,UDP0206_i5,
MC15,C15,Maritime C,44.45433,-63.25367,2020,Snow Crab 4 (2020),UDP0207_i7,UDP0207_i5,
MC16,C16,Maritime C,44.45433,-63.25367,2020,Snow Crab 4 (2020),UDP0208_i7,UDP0208_i5,
MC17,C17,Maritime C,44.45433,-63.25367,2020,Snow Crab 4 (2020),UDP0209_i7,UDP0209_i5,
MC18,C18,Maritime C,44.45433,-63.25367,2020,Snow Crab 4 (2020),UDP0210_i7,UDP0210_i5,
MC19,,Maritime C,44.45433,-63.25367,2020,Snow Crab 4 (2020),UDP0211_i7,UDP0211_i5,
MC2,C2,Maritime C,44.45433,-63.25367,2020,Snow Crab 4 (2020),UDP0194_i7,UDP0194_i5,
MC20,C20,Maritime C,44.45433,-63.25367,2020,Snow Crab 4 (2020),UDP0212_i7,UDP0212_i5,
MC21,C21,Maritime C,44.45433,-63.25367,2020,Snow Crab 4 (2020),UDP0213_i7,UDP0213_i5,
MC22,C22,Maritime C,44.45433,-63.25367,2020,Snow Crab 4 (2020),UDP0214_i7,UDP0214_i5,
MC23,C23,Maritime C,44.45433,-63.25367,2020,Snow Crab 4 (2020),UDP0215_i7,UDP0215_i5,
MC24,C24,Maritime C,44.45433,-63.25367,2020,Snow Crab 4 (2020),UDP0216_i7,UDP0216_i5,
MC25,C25,Maritime C,44.45433,-63.25367,2020,Snow Crab 4 (2020),UDP0217_i7,UDP0217_i5,
MC26,C26,Maritime C,44.45433,-63.25367,2020,Snow Crab 4 (2020),UDP0218_i7,UDP0218_i5,
MC27,C27,Maritime C,44.45433,-63.25367,2020,Snow Crab 4 (2020),UDP0219_i7,UDP0219_i5,
MC28,C28,Maritime C,44.45433,-63.25367,2020,Snow Crab 4 (2020),UDP0220_i7,UDP0220_i5,
MC29,C29,Maritime C,44.45433,-63.25367,2020,Snow Crab 4 (2020),UDP0221_i7,UDP0221_i5,
MC3,C3,Maritime C,44.45433,-63.25367,2020,Snow Crab 4 (2020),UDP0195_i7,UDP0195_i5,
MC30,C30,Maritime C,44.45433,-63.25367,2020,Snow Crab 4 (2020),UDP0222_i7,UDP0222_i5,
MC31,C31,Maritime C,44.45433,-63.25367,2020,Snow Crab 4 (2020),UDP0223_i7,UDP0223_i5,
MC32,C32,Maritime C,44.45433,-63.25367,2020,Snow Crab 4 (2020),UDP0224_i7,UDP0224_i5,
MC33,C33,Maritime C,44.45433,-63.25367,2020,Snow Crab 4 (2020),UDP0225_i7,UDP0225_i5,
MC34,C34,Maritime C,44.45433,-63.25367,2020,Snow Crab 4 (2020),UDP0226_i7,UDP0226_i5,
MC35,C35,Maritime C,44.45433,-63.25367,2020,Snow Crab 4 (2020),UDP0227_i7,UDP0227_i5,
MC36,C36,Maritime C,44.45433,-63.25367,2020,Snow Crab 4 (2020),UDP0228_i7,UDP0228_i5,
MC37,C37,Maritime C,44.45433,-63.25367,2020,Snow Crab 4 (2020),UDP0229_i7,UDP0229_i5,
MC38,C38,Maritime C,44.45433,-63.25367,2020,Snow Crab 4 (2020),UDP0230_i7,UDP0230_i5,
MC39,C39,Maritime C,44.45433,-63.25367,2020,Snow Crab 4 (2020),UDP0231_i7,UDP0231_i5,
MC4,C4,Maritime C,44.45433,-63.25367,2020,Snow Crab 4 (2020),UDP0196_i7,UDP0196_i5,
MC40,C40,Maritime C,44.45433,-63.25367,2020,Snow Crab 4 (2020),UDP0232_i7,UDP0232_i5,
MC41,C41,Maritime C,44.45433,-63.25367,2020,Snow Crab 4 (2020),UDP0233_i7,UDP0233_i5,
MC42,C42,Maritime C,44.45433,-63.25367,2020,Snow Crab 4 (2020),UDP0234_i7,UDP0234_i5,
