Sample ID,Poolseq ID (2020)1,Population,Latitude,Longitude,Date collected,gDNA plate ID,UD_i7,UD_i5,Depth
MC43,C43,Maritime C,44.45433,-63.25367,2020,Snow Crab 4 (2020),UDP0235_i7,UDP0235_i5,
MC44,C44,Maritime C,44.45433,-63.25367,2020,Snow Crab 4 (2020),UDP0236_i7,UDP0236_i5,
MC45,C45,Maritime C,44.45433,-63.25367,2020,Snow Crab 4 (2020),UDP0237_i7,UDP0237_i5,
MC46,C46,Maritime C,44.45433,-63.25367,2020,Snow Crab 4 (2020),UDP0238_i7,UDP0238_i5,
MC47,C47,Maritime C,44.45433,-63.25367,2020,Snow Crab 4 (2020),UDP0239_i7,UDP0239_i5,
MC48,C48,Maritime C,44.45433,-63.25367,2020,Snow Crab 4 (2020),UDP0240_i7,UDP0240_i5,
MC5,C5,Maritime C,44.45433,-63.25367,2020,Snow Crab 4 (2020),UDP0197_i7,UDP0197_i5,
MC6,C6,Maritime C,44.45433,-63.25367,2020,Snow Crab 4 (2020),UDP0198_i7,UDP0198_i5,
MC7,C7,Maritime C,44.45433,-63.25367,2020,Snow Crab 4 (2020),UDP0199_i7,UDP0199_i5,
MC8,C8,Maritime C,44.45433,-63.25367,2020,Snow Crab 4 (2020),UDP0200_i7,UDP0200_i5,
MC9,C9,Maritime C,44.45433,-63.25367,2020,Snow Crab 4 (2020),UDP0201_i7,UDP0201_i5,
ME1,E1,Maritime E,44.0905,-59.24933,2020,Snow Crab 4 (2020),UDP0241_i7,UDP0241_i5,
ME10,E10,Maritime E,44.0905,-59.24933,2020,Snow Crab 4 (2020),UDP0250_i7,UDP0250_i5,
ME11,E11,Maritime E,44.0905,-59.24933,2020,Snow Crab 4 (2020),UDP0251_i7,UDP0251_i5,
ME12,E12,Maritime E,44.0905,-59.24933,2020,Snow Crab 4 (2020),UDP0252_i7,UDP0252_i5,
ME13,E13,Maritime E,44.0905,-59.24933,2020,Snow Crab 4 (2020),UDP0253_i7,UDP0253_i5,
ME14,E14,Maritime E,44.0905,-59.24933,2020,Snow Crab 4 (2020),UDP0254_i7,UDP0254_i5,
ME15,E15,Maritime E,44.0905,-59.24933,2020,Snow Crab 4 (2020),UDP0255_i7,UDP0255_i5,
ME16,E16,Maritime E,44.0905,-59.24933,2020,Snow Crab 4 (2020),UDP0256_i7,UDP0256_i5,
ME17,E17,Maritime E,44.0905,-59.24933,2020,Snow Crab 4 (2020),UDP0257_i7,UDP0257_i5,
ME18,E18,Maritime E,44.0905,-59.24933,2020,Snow Crab 4 (2020),UDP0258_i7,UDP0258_i5,
ME19,E19,Maritime E,44.0905,-59.24933,2020,Snow Crab 4 (2020),UDP0259_i7,UDP0259_i5,
ME2,E2,Maritime E,44.0905,-59.24933,2020,Snow Crab 4 (2020),UDP0242_i7,UDP0242_i5,
ME20,E20,Maritime E,44.0905,-59.24933,2020,Snow Crab 4 (2020),UDP0260_i7,UDP0260_i5,
ME21,E21,Maritime E,44.0905,-59.24933,2020,Snow Crab 4 (2020),UDP0261_i7,UDP0261_i5,
ME22,E22,Maritime E,44.0905,-59.24933,2020,Snow Crab 4 (2020),UDP0262_i7,UDP0262_i5,
ME23,E23,Maritime E,44.0905,-59.24933,2020,Snow Crab 4 (2020),UDP0263_i7,UDP0263_i5,
ME24,E24,Maritime E,44.0905,-59.24933,2020,Snow Crab 4 (2020),UDP0264_i7,UDP0264_i5,
ME25,E25,Maritime E,44.0905,-59.24933,2020,Snow Crab 4 (2020),UDP0265_i7,UDP0265_i5,
ME26,E26,Maritime E,44.0905,-59.24933,2020,Snow Crab 4 (2020),UDP0266_i7,UDP0266_i5,
ME27,E27,Maritime E,44.0905,-59.24933,2020,Snow Crab 4 (2020),UDP0267_i7,UDP0267_i5,
ME28,E28,Maritime E,44.0905,-59.24933,2020,Snow Crab 4 (2020),UDP0268_i7,UDP0268_i5,
ME29,E29,Maritime E,44.0905,-59.24933,2020,Snow Crab 4 (2020),UDP0269_i7,UDP0269_i5,
ME3,E3,Maritime E,44.0905,-59.24933,2020,Snow Crab 4 (2020),UDP0243_i7,UDP0243_i5,
ME30,E30,Maritime E,44.0905,-59.24933,2020,Snow Crab 4 (2020),UDP0270_i7,UDP0270_i5,
ME31,E31,Maritime E,44.0905,-59.24933,2020,Snow Crab 4 (2020),UDP0271_i7,UDP0271_i5,
ME32,E32,Maritime E,44.0905,-59.24933,2020,Snow Crab 4 (2020),UDP0272_i7,UDP0272_i5,
ME33,E33,Maritime E,44.0905,-59.24933,2020,Snow Crab 4 (2020),UDP0273_i7,UDP0273_i5,
ME34,E34,Maritime E,44.0905,-59.24933,2020,Snow Crab 4 (2020),UDP0274_i7,UDP0274_i5,
ME35,E35,Maritime E,44.0905,-59.24933,2020,Snow Crab 4 (2020),UDP0275_i7,UDP0275_i5,
ME36,E36,Maritime E,44.0905,-59.24933,2020,Snow Crab 4 (2020),UDP0276_i7,UDP0276_i5,
ME37,E37,Maritime E,44.0905,-59.24933,2020,Snow Crab 4 (2020),UDP0277_i7,UDP0277_i5,
ME38,E38,Maritime E,44.0905,-59.24933,2020,Snow Crab 4 (2020),UDP0278_i7,UDP0278_i5,
ME39,E39,Maritime E,44.0905,-59.24933,2020,Snow Crab 4 (2020),UDP0279_i7,UDP0279_i5,
ME4,,Maritime E,44.0905,-59.24933,2020,Snow Crab 4 (2020),UDP0244_i7,UDP0244_i5,
ME40,,Maritime E,44.0905,-59.24933,2020,Snow Crab 4 (2020),UDP0280_i7,UDP0280_i5,
ME41,,Maritime E,44.0905,-59.24933,2020,Snow Crab 4 (2020),UDP0281_i7,UDP0281_i5,
ME42,E42,Maritime E,44.0905,-59.24933,2020,Snow Crab 4 (2020),UDP0282_i7,UDP0282_i5,
ME43,E43,Maritime E,44.0905,-59.24933,2020,Snow Crab 4 (2020),UDP0283_i7,UDP0283_i5,
ME44,E44,Maritime E,44.0905,-59.24933,2020,Snow Crab 4 (2020),UDP0284_i7,UDP0284_i5,
ME45,E45,Maritime E,44.0905,-59.24933,2020,Snow Crab 4 (2020),UDP0285_i7,UDP0285_i5,
ME46,E46,Maritime E,44.0905,-59.24933,2020,Snow Crab 4 (2020),UDP0286_i7,UDP0286_i5,
ME47,E47,Maritime E,44.0905,-59.24933,2020,Snow Crab 4 (2020),UDP0287_i7,UDP0287_i5,
ME5,E5,Maritime E,44.0905,-59.24933,2020,Snow Crab 4 (2020),UDP0245_i7,UDP0245_i5,
ME6,E6,Maritime E,44.0905,-59.24933,2020,Snow Crab 4 (2020),UDP0246_i7,UDP0246_i5,
ME7,E7,Maritime E,44.0905,-59.24933,2020,Snow Crab 4 (2020),UDP0247_i7,UDP0247_i5,
ME8,E8,Maritime E,44.0905,-59.24933,2020,Snow Crab 4 (2020),UDP0248_i7,UDP0248_i5,
ME9,E9,Maritime E,44.0905,-59.24933,2020,Snow Crab 4 (2020),UDP0249_i7,UDP0249_i5,
NENS_1,,,46.49413333,-60.23333333,2021,,UDP0117_i7,UDP0117_i5,
NENS_10,,,46.49413333,-60.23333333,2021,,UDP0126_i7,UDP0126_i5,
NENS_11,,,46.49413333,-60.23333333,2021,,UDP0127_i7,UDP0127_i5,
NENS_12,,,46.49413333,-60.23333333,2021,,UDP0128_i7,UDP0128_i5,
NENS_13,,,46.49413333,-60.23333333,2021,,UDP0129_i7,UDP0129_i5,
NENS_14,,,46.49413333,-60.23333333,2021,,UDP0130_i7,UDP0130_i5,
NENS_15,,,46.49413333,-60.23333333,2021,,UDP0131_i7,UDP0131_i5,
NENS_16,,,46.49413333,-60.23333333,2021,,UDP0132_i7,UDP0132_i5,
NENS_17,,,46.49413333,-60.23333333,2021,,UDP0133_i7,UDP0133_i5,
NENS_18,,,46.49413333,-60.23333333,2021,,UDP0134_i7,UDP0134_i5,
NENS_19,,,46.49413333,-60.23333333,2021,,UDP0135_i7,UDP0135_i5,
NENS_2,,,46.49413333,-60.23333333,2021,,UDP0118_i7,UDP0118_i5,
NENS_20,,,46.49413333,-60.23333333,2021,,UDP0136_i7,UDP0136_i5,
NENS_21,,,46.49413333,-60.23333333,2021,,UDP0137_i7,UDP0137_i5,
NENS_22,,,46.49413333,-60.23333333,2021,,UDP0138_i7,UDP0138_i5,
NENS_23,,,46.49413333,-60.23333333,2021,,UDP0139_i7,UDP0139_i5,
NENS_24,,,46.49413333,-60.23333333,2021,,UDP0140_i7,UDP0140_i5,
NENS_25,,,46.49413333,-60.23333333,2021,,UDP0141_i7,UDP0141_i5,
NENS_26,,,46.49413333,-60.23333333,2021,,UDP0142_i7,UDP0142_i5,
NENS_27,,,46.49413333,-60.23333333,2021,,UDP0143_i7,UDP0143_i5,
NENS_28,,,46.49413333,-60.23333333,2021,,UDP0144_i7,UDP0144_i5,
NENS_29,,,46.49413333,-60.23333333,2021,,UDP0145_i7,UDP0145_i5,
NENS_3,,,46.49413333,-60.23333333,2021,,UDP0119_i7,UDP0119_i5,
NENS_30,,,46.49413333,-60.23333333,2021,,UDP0146_i7,UDP0146_i5,
NENS_31,,,46.49413333,-60.23333333,2021,,UDP0147_i7,UDP0147_i5,
NENS_32,,,46.49413333,-60.23333333,2021,,UDP0148_i7,UDP0148_i5,
NENS_33,,,46.49413333,-60.23333333,2021,,UDP0149_i7,UDP0149_i5,
NENS_34,,,46.49413333,-60.23333333,2021,,UDP0150_i7,UDP0150_i5,
NENS_35,,,46.49413333,-60.23333333,2021,,UDP0151_i7,UDP0151_i5,
NENS_4,,,46.49413333,-60.23333333,2021,,UDP0120_i7,UDP0120_i5,
NENS_5,,,46.49413333,-60.23333333,2021,,UDP0121_i7,UDP0121_i5,
NENS_6,,,46.49413333,-60.23333333,2021,,UDP0122_i7,UDP0122_i5,
NENS_7,,,46.49413333,-60.23333333,2021,,UDP0123_i7,UDP0123_i5,
NENS_8,,,46.49413333,-60.23333333,2021,,UDP0124_i7,UDP0124_i5,
NENS_9,,,46.49413333,-60.23333333,2021,,UDP0125_i7,UDP0125_i5,
NENS_out_1,,,46.4397,-59.12988333,2021,,UDP0187_i7,UDP0187_i5,
NENS_out_10,,,46.389694,-59.129889,2021,,UDP0101_i7,UDP0101_i5,
NENS_out_11,,,46.389694,-59.129889,2021,,UDP0102_i7,UDP0102_i5,
NENS_out_12,,,46.389694,-59.129889,2021,,UDP0103_i7,UDP0103_i5,
NENS_out_13,,,46.389694,-59.129889,2021,,UDP0104_i7,UDP0104_i5,
NENS_out_14,,,46.389694,-59.129889,2021,,UDP0105_i7,UDP0105_i5,
NENS_out_15,,,46.389694,-59.129889,2021,,UDP0106_i7,UDP0106_i5,
NENS_out_16,,,46.389694,-59.129889,2021,,UDP0107_i7,UDP0107_i5,
NENS_out_17,,,46.389694,-59.129889,2021,,UDP0108_i7,UDP0108_i5,
NENS_out_18,,,46.389694,-59.129889,2021,,UDP0109_i7,UDP0109_i5,
NENS_out_19,,,46.389694,-59.129889,2021,,UDP0110_i7,UDP0110_i5,
NENS_out_2,,,46.4397,-59.12988333,2021,,UDP0188_i7,UDP0188_i5,
NENS_out_20,,,46.389694,-59.129889,2021,,UDP0111_i7,UDP0111_i5,
NENS_out_21,,,46.389694,-59.129889,2021,,UDP0112_i7,UDP0112_i5,
NENS_out_22,,,46.389694,-59.129889,2021,,UDP0113_i7,UDP0113_i5,
NENS_out_23,,,46.389694,-59.129889,2021,,UDP0114_i7,UDP0114_i5,
NENS_out_24,,,46.389694,-59.129889,2021,,UDP0115_i7,UDP0115_i5,
NENS_out_25,,,46.389694,-59.129889,2021,,UDP0116_i7,UDP0116_i5,
NENS_out_26,,,46.389694,-59.129889,2021,,UDP0117_i7,UDP0117_i5,
NENS_out_27,,,46.389694,-59.129889,2021,,UDP0118_i7,UDP0118_i5,
NENS_out_28,,,46.389694,-59.129889,2021,,UDP0119_i7,UDP0119_i5,
NENS_out_29,,,46.389694,-59.129889,2021,,UDP0120_i7,UDP0120_i5,
NENS_out_3,,,46.4397,-59.12988333,2021,,UDP0189_i7,UDP0189_i5,
NENS_out_30,,,46.389694,-59.129889,2021,,UDP0121_i7,UDP0121_i5,
NENS_out_31,,,46.389694,-59.129889,2021,,UDP0122_i7,UDP0122_i5,
NENS_out_32,,,46.389694,-59.129889,2021,,UDP0123_i7,UDP0123_i5,
NENS_out_33,,,46.389694,-59.129889,2021,,UDP0124_i7,UDP0124_i5,
NENS_out_34,,,46.389694,-59.129889,2021,,UDP0125_i7,UDP0125_i5,
NENS_out_35,,,46.389694,-59.129889,2021,,UDP0126_i7,UDP0126_i5,
NENS_out_4,,,46.4397,-59.12988333,2021,,UDP0190_i7,UDP0190_i5,
NENS_out_5,,,46.4397,-59.12988333,2021,,UDP0191_i7,UDP0191_i5,
NENS_out_6,,,46.389694,-59.129889,2021,,UDP0097_i7,UDP0097_i5,
NENS_out_7,,,46.389694,-59.129889,2021,,UDP0098_i7,UDP0098_i5,
NENS_out_8,,,46.389694,-59.129889,2021,,UDP0099_i7,UDP0099_i5,
NENS_out_9,,,46.389694,-59.129889,2021,,UDP0100_i7,UDP0100_i5,
Q001,Q001,Quebec North Shore,48.901983,-68.112639,2020,Snow Crab 7 (2020),UDP0228_i7,UDP0228_i5,
Q002,Q002,Quebec North Shore,48.901983,-68.112639,2020,Snow Crab 7 (2020),UDP0229_i7,UDP0229_i5,
Q003,Q003,Quebec North Shore,48.901983,-68.112639,2020,Snow Crab 7 (2020),UDP0230_i7,UDP0230_i5,
Q004,Q004,Quebec North Shore,48.901983,-68.112639,2020,Snow Crab 7 (2020),UDP0231_i7,UDP0231_i5,
Q005,Q005,Quebec North Shore,48.901983,-68.112639,2020,Snow Crab 7 (2020),UDP0232_i7,UDP0232_i5,
Q009,Q009,Quebec North Shore,48.901983,-68.112639,2020,Snow Crab 7 (2020),UDP0233_i7,UDP0233_i5,
Q010,Q010,Quebec North Shore,48.901983,-68.112639,2020,Snow Crab 7 (2020),UDP0234_i7,UDP0234_i5,
Q011,Q011,Quebec North Shore,48.901983,-68.112639,2020,Snow Crab 7 (2020),UDP0235_i7,UDP0235_i5,
Q012,Q012,Quebec North Shore,48.901983,-68.112639,2020,Snow Crab 7 (2020),UDP0236_i7,UDP0236_i5,
Q013,Q013,Quebec North Shore,48.901983,-68.112639,2020,Snow Crab 7 (2020),UDP0237_i7,UDP0237_i5,
Q014,Q014,Quebec North Shore,48.901983,-68.112639,2020,Snow Crab 7 (2020),UDP0238_i7,UDP0238_i5,
Q015,Q015,Quebec North Shore,48.901983,-68.112639,2020,Snow Crab 7 (2020),UDP0239_i7,UDP0239_i5,
Q016,Q016,Quebec North Shore,48.901983,-68.112639,2020,Snow Crab 7 (2020),UDP0240_i7,UDP0240_i5,
Q017,Q017,Quebec North Shore,48.901983,-68.112639,2020,Snow Crab 7 (2020),UDP0241_i7,UDP0241_i5,
Q018,Q018,Quebec North Shore,48.901983,-68.112639,2020,Snow Crab 7 (2020),UDP0242_i7,UDP0242_i5,
Q019,Q019,Quebec North Shore,48.901983,-68.112639,2020,Snow Crab 7 (2020),UDP0243_i7,UDP0243_i5,
Q020,Q020,Quebec North Shore,48.901983,-68.112639,2020,Snow Crab 7 (2020),UDP0244_i7,UDP0244_i5,
Q021,Q021,Quebec North Shore,48.901983,-68.112639,2020,Snow Crab 7 (2020),UDP0245_i7,UDP0245_i5,
Q022,Q022,Quebec North Shore,48.901983,-68.112639,2020,Snow Crab 7 (2020),UDP0246_i7,UDP0246_i5,
Q023,Q023,Quebec North Shore,48.901983,-68.112639,2020,Snow Crab 7 (2020),UDP0247_i7,UDP0247_i5,
Q024,Q024,Quebec North Shore,48.901983,-68.112639,2020,Snow Crab 7 (2020),UDP0248_i7,UDP0248_i5,
Q025,Q025,Quebec North Shore,48.901983,-68.112639,2020,Snow Crab 7 (2020),UDP0249_i7,UDP0249_i5,
Q026,Q026,Quebec North Shore,48.901983,-68.112639,2020,Snow Crab 7 (2020),UDP0250_i7,UDP0250_i5,
Q027,Q027,Quebec North Shore,48.901983,-68.112639,2020,Snow Crab 7 (2020),UDP0251_i7,UDP0251_i5,
Q028,Q028,Quebec North Shore,48.901983,-68.112639,2020,Snow Crab 7 (2020),UDP0252_i7,UDP0252_i5,
Q029,Q029,Quebec North Shore,48.901983,-68.112639,2020,Snow Crab 7 (2020),UDP0253_i7,UDP0253_i5,
Q030,Q030,Quebec North Shore,48.901983,-68.112639,2020,Snow Crab 7 (2020),UDP0254_i7,UDP0254_i5,
Q031,Q031,Quebec North Shore,48.901983,-68.112639,2020,Snow Crab 7 (2020),UDP0255_i7,UDP0255_i5,
Q032,Q032,Quebec North Shore,48.901983,-68.112639,2020,Snow Crab 7 (2020),UDP0256_i7,UDP0256_i5,
Q033,Q033,Quebec North Shore,48.901983,-68.112639,2020,Snow Crab 7 (2020),UDP0257_i7,UDP0257_i5,
Q034,Q034,Quebec North Shore,48.901983,-68.112639,2020,Snow Crab 7 (2020),UDP0258_i7,UDP0258_i5,
Q035,Q035,Quebec North Shore,48.901983,-68.112639,2020,Snow Crab 7 (2020),UDP0259_i7,UDP0259_i5,
Q036,Q036,Quebec North Shore,48.901983,-68.112639,2020,Snow Crab 7 (2020),UDP0260_i7,UDP0260_i5,
Q037,Q037,Quebec North Shore,48.901983,-68.112639,2020,Snow Crab 7 (2020),UDP0261_i7,UDP0261_i5,
Q038,Q038,Quebec North Shore,48.901983,-68.112639,2020,Snow Crab 7 (2020),UDP0262_i7,UDP0262_i5,
SMB_1,,St. Mary's Bay,46.84,-53.85,2021,,UDP0107_i7,UDP0107_i5,
SMB_10,,St. Mary's Bay,46.84,-53.85,2021,,UDP0116_i7,UDP0116_i5,
SMB_11,,St. Mary's Bay,46.84,-53.85,2021,,UDP0117_i7,UDP0117_i5,
SMB_12,,St. Mary's Bay,46.84,-53.85,2021,,UDP0118_i7,UDP0118_i5,
SMB_13,,St. Mary's Bay,46.84,-53.85,2021,,UDP0119_i7,UDP0119_i5,
SMB_14,,St. Mary's Bay,46.84,-53.85,2021,,UDP0120_i7,UDP0120_i5,
SMB_15,,St. Mary's Bay,46.84,-53.85,2021,,UDP0121_i7,UDP0121_i5,
SMB_16,,St. Mary's Bay,46.84,-53.85,2021,,UDP0122_i7,UDP0122_i5,
SMB_17,,St. Mary's Bay,46.84,-53.85,2021,,UDP0123_i7,UDP0123_i5,
SMB_18,,St. Mary's Bay,46.84,-53.85,2021,,UDP0124_i7,UDP0124_i5,
SMB_19,,St. Mary's Bay,46.84,-53.85,2021,,UDP0125_i7,UDP0125_i5,
SMB_2,,St. Mary's Bay,46.84,-53.85,2021,,UDP0108_i7,UDP0108_i5,
SMB_20,,St. Mary's Bay,46.84,-53.85,2021,,UDP0126_i7,UDP0126_i5,
SMB_21,,St. Mary's Bay,46.84,-53.85,2021,,UDP0127_i7,UDP0127_i5,
SMB_22,,St. Mary's Bay,46.84,-53.85,2021,,UDP0128_i7,UDP0128_i5,
SMB_23,,St. Mary's Bay,46.84,-53.85,2021,,UDP0129_i7,UDP0129_i5,
SMB_24,,St. Mary's Bay,46.84,-53.85,2021,,UDP0130_i7,UDP0130_i5,
SMB_25,,St. Mary's Bay,46.84,-53.85,2021,,UDP0131_i7,UDP0131_i5,
SMB_26,,St. Mary's Bay,46.84,-53.85,2021,,UDP0132_i7,UDP0132_i5,
SMB_27,,St. Mary's Bay,,,2021,Snow Crab_extra samples (2021),UDP0375_i7,UDP0375_i5,
SMB_28,,St. Mary's Bay,46.842,-53.852333,2021,,UDP0134_i7,UDP0134_i5,
SMB_29,,St. Mary's Bay,46.842,-53.852333,2021,,UDP0135_i7,UDP0135_i5,
SMB_3,,St. Mary's Bay,46.84,-53.85,2021,,UDP0109_i7,UDP0109_i5,
SMB_30,,St. Mary's Bay,46.842,-53.852333,2021,,UDP0136_i7,UDP0136_i5,
SMB_31,,St. Mary's Bay,46.842,-53.852333,2021,,UDP0137_i7,UDP0137_i5,
SMB_32,,St. Mary's Bay,46.842,-53.852333,2021,,UDP0138_i7,UDP0138_i5,
SMB_33,,St. Mary's Bay,46.842,-53.852333,2021,,UDP0139_i7,UDP0139_i5,
SMB_34,,St. Mary's Bay,46.842,-53.852333,2021,,UDP0140_i7,UDP0140_i5,
SMB_35,,St. Mary's Bay,46.842,-53.852333,2021,,UDP0141_i7,UDP0141_i5,
SMB_4,,St. Mary's Bay,46.84,-53.85,2021,,UDP0110_i7,UDP0110_i5,
SMB_5,,St. Mary's Bay,46.84,-53.85,2021,,UDP0111_i7,UDP0111_i5,
SMB_6,,St. Mary's Bay,46.84,-53.85,2021,,UDP0112_i7,UDP0112_i5,
SMB_7,,St. Mary's Bay,46.84,-53.85,2021,,UDP0113_i7,UDP0113_i5,
SMB_8,,St. Mary's Bay,46.84,-53.85,2021,,UDP0114_i7,UDP0114_i5,
SMB_9,,St. Mary's Bay,46.84,-53.85,2021,,UDP0115_i7,UDP0115_i5,
T1,T1,2N5440 (Torngat),55.17,-57.49,2020,Snow crab 13 (2020),UDP0372_i7,UDP0372_i5,
T11,T11,2N5440 (Torngat),55.17,-57.49,2020,Snow Crab 13 (2020),UDP0267_i7,UDP0267_i5,
T12,,2N5440 (Torngat),55.17,-57.49,2020,Snow Crab 13 (2020),UDP0279_i7,UDP0279_i5,
T13,,2N5440 (Torngat),55.17,-57.49,2020,Snow Crab 13 (2020),UDP0288_i7,UDP0288_i5,
T15,,2N5440 (Torngat),55.17,-57.49,2020,Snow Crab 13 (2020),UDP0286_i7,UDP0286_i5,
T17,,2N5440 (Torngat),55.17,-57.49,2020,Snow Crab 13 (2020),UDP0265_i7,UDP0265_i5,
T18,,2N5440 (Torngat),55.17,-57.49,2020,Snow Crab 13 (2020),UDP0283_i7,UDP0283_i5,
T19,T19,2N5440 (Torngat),55.17,-57.49,2020,Snow crab 13 (2020),UDP0379_i7,UDP0379_i5,
T2,,2N5440 (Torngat),55.17,-57.49,2020,Snow Crab 13 (2020),UDP0269_i7,UDP0269_i5,
T21,,2N5440 (Torngat),55.17,-57.49,2020,Snow Crab 13 (2020),UDP0285_i7,UDP0285_i5,
T22,T22,2N5440 (Torngat),55.17,-57.49,2020,Snow crab 13 (2020),UDP0380_i7,UDP0380_i5,
T23,,2N5440 (Torngat),55.17,-57.49,2020,Snow Crab 13 (2020),UDP0281_i7,UDP0281_i5,
T24,T24,2N5440 (Torngat),55.17,-57.49,2020,Snow crab 13 (2020),UDP0382_i7,UDP0382_i5,
T25,T25,2N5440 (Torngat),55.17,-57.49,2020,Snow Crab 13 (2020),UDP0270_i7,UDP0270_i5,
T26,T26,2N5440 (Torngat),55.17,-57.49,2020,Snow crab 13 (2020),UDP0377_i7,UDP0377_i5,
T27,T27,2N5440 (Torngat),55.17,-57.49,2020,Snow Crab 13 (2020),UDP0282_i7,UDP0282_i5,
T28,T28,2N5440 (Torngat),55.17,-57.49,2020,Snow crab 13 (2020),UDP0381_i7,UDP0381_i5,
T29,T29,2N5440 (Torngat),55.17,-57.49,2020,Snow Crab 13 (2020),UDP0272_i7,UDP0272_i5,
T30,,2N5440 (Torngat),55.17,-57.49,2020,Snow Crab 13 (2020),UDP0287_i7,UDP0287_i5,
T31,T31,2N5440 (Torngat),55.17,-57.49,2020,Snow Crab 13 (2020),UDP0274_i7,UDP0274_i5,
T32,T32,2N5440 (Torngat),55.17,-57.49,2020,Snow crab 13 (2020),UDP0371_i7,UDP0371_i5,
T35,T35,2N5440 (Torngat),55.17,-57.49,2020,Snow crab 13 (2020),UDP0383_i7,UDP0383_i5,
T36,T36,2N5440 (Torngat),55.17,-57.49,2020,Snow Crab 13 (2020),UDP0276_i7,UDP0276_i5,
T38,T38,2N5440 (Torngat),55.17,-57.49,2020,Snow crab 13 (2020),UDP0384_i7,UDP0384_i5,
T4,,2N5440 (Torngat),55.17,-57.49,2020,Snow Crab 13 (2020),UDP0277_i7,UDP0277_i5,
T40,,2N5440 (Torngat),55.17,-57.49,2020,Snow Crab 13 (2020),UDP0271_i7,UDP0271_i5,
T41,,2N5440 (Torngat),55.17,-57.49,2020,Snow Crab 13 (2020),UDP0284_i7,UDP0284_i5,
T42,T42,2N5440 (Torngat),55.17,-57.49,2020,Snow crab 13 (2020),UDP0370_i7,UDP0370_i5,
T43,T43,2N5440 (Torngat),55.17,-57.49,2020,Snow Crab 13 (2020),UDP0266_i7,UDP0266_i5,
T45,T45,2N5440 (Torngat),55.17,-57.49,2020,Snow Crab 13 (2020),UDP0268_i7,UDP0268_i5,
T48,,2N5440 (Torngat),55.17,-57.49,2020,Snow Crab 13 (2020),UDP0280_i7,UDP0280_i5,
T6,,2N5440 (Torngat),55.17,-57.49,2020,Snow Crab 13 (2020),UDP0273_i7,UDP0273_i5,
T7,T7,2N5440 (Torngat),55.17,-57.49,2020,Snow Crab 13 (2020),UDP0275_i7,UDP0275_i5,
T8,T8,2N5440 (Torngat),55.17,-57.49,2020,Snow Crab 13 (2020),UDP0278_i7,UDP0278_i5,
T9,T9,2N5440 (Torngat),55.17,-57.49,2020,Snow crab 13 (2020),UDP0378_i7,UDP0378_i5,
TB_016,,Trinity Bay,48.1785,-53.327167,Aug 7/21,,UDP0097_i7,UDP0097_i5,
TB_017,,Trinity Bay,48.1785,-53.327167,Aug 7/21,,UDP0098_i7,UDP0098_i5,
TB_018,,Trinity Bay,48.1785,-53.327167,Aug 7/21,,UDP0099_i7,UDP0099_i5,
TB_019,,Trinity Bay,48.1785,-53.327167,Aug 7/21,,UDP0100_i7,UDP0100_i5,
TB_020,,Trinity Bay,48.1785,-53.327167,Aug 7/21,,UDP0101_i7,UDP0101_i5,
TB_021,,Trinity Bay,48.1785,-53.327167,Aug 7/21,,UDP0102_i7,UDP0102_i5,
TB_022,,Trinity Bay,48.1785,-53.327167,Aug 7/21,,UDP0103_i7,UDP0103_i5,
TB_023,,Trinity Bay,48.1785,-53.327167,Aug 7/21,,UDP0104_i7,UDP0104_i5,
TB_024,,Trinity Bay,48.1785,-53.327167,Aug 7/21,,UDP0105_i7,UDP0105_i5,
TB_025,,Trinity Bay,48.1785,-53.327167,Aug 7/21,,UDP0106_i7,UDP0106_i5,
TB_026,,Trinity Bay,48.1785,-53.327167,Aug 7/21,,UDP0107_i7,UDP0107_i5,
TB_027,,Trinity Bay,48.1785,-53.327167,Aug 7/21,,UDP0108_i7,UDP0108_i5,
TB_028,,Trinity Bay,48.1785,-53.327167,Aug 7/21,,UDP0109_i7,UDP0109_i5,
TB_029,,Trinity Bay,48.1785,-53.327167,Aug 7/21,,UDP0110_i7,UDP0110_i5,
TB_030,,Trinity Bay,48.1785,-53.327167,Aug 7/21,,UDP0111_i7,UDP0111_i5,
TB_031,,Trinity Bay,48.1785,-53.327167,Aug 7/21,,UDP0112_i7,UDP0112_i5,
TB_032,,Trinity Bay,48.1785,-53.327167,Aug 7/21,,UDP0113_i7,UDP0113_i5,
TB_033,,Trinity Bay,48.1785,-53.327167,Aug 7/21,,UDP0114_i7,UDP0114_i5,
TB_034,,Trinity Bay,48.1785,-53.327167,Aug 7/21,,UDP0115_i7,UDP0115_i5,
TB_035,,Trinity Bay,48.1785,-53.327167,Aug 7/21,,UDP0116_i7,UDP0116_i5,
TB_1,,Trinity Bay,48.1785,-53.327167,Aug 7/21,,UDP0177_i7,UDP0177_i5,
TB_10,,Trinity Bay,48.1785,-53.327167,Aug 7/21,,UDP0186_i7,UDP0186_i5,
TB_11,,Trinity Bay,48.1785,-53.327167,Aug 7/21,,UDP0187_i7,UDP0187_i5,
TB_12,,Trinity Bay,48.1785,-53.327167,Aug 7/21,,UDP0188_i7,UDP0188_i5,
TB_13,,Trinity Bay,48.1785,-53.327167,Aug 7/21,,UDP0189_i7,UDP0189_i5,
TB_14,,Trinity Bay,48.1785,-53.327167,Aug 7/21,,UDP0190_i7,UDP0190_i5,
