IID	Sample_ID	Poolseq_ID_2020	Population	Location	Sex	Latitude	Longitude	Date collected	gDNA plate ID	UD_i7.x	UD_i5.x	Depth.x	Location.x	PCadapt1	PCadapt2	PCadapt3	PCadapt4	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10
NS.1780.003.UDP0205_i7---UDP0205_i5.MC13.realigned.bam	MC13	C13	Maritime C	Maritimes		44.45433	-63.25367	2020	Snow Crab 4 (2020)	UDP0205_i7	UDP0205_i5		Maritimes	-0.0516502113732014	-0.0129648895061282	0.0214284187436325	0.00865458148737349	-0.0405479691831988	0.0134161385762303	0.0100032328909285	-0.00860217079076267	0.0417210327820529	-0.0211406333748388	0.0498380059669798	0.00853977408739684	0.027498247378709	-0.0660562969185364
NS.1780.003.UDP0206_i7---UDP0206_i5.MC14.realigned.bam	MC14	C14	Maritime C	Maritimes		44.45433	-63.25367	2020	Snow Crab 4 (2020)	UDP0206_i7	UDP0206_i5		Maritimes	-0.0139115449339473	-0.00839640512565922	0.0291950695185104	0.011634533963871	-0.0167794419515864	0.0179104210920522	-0.00769773237516626	0.0349880171159053	-0.00249589080191187	-0.044582208536316	0.00828573459462051	-0.00426898984408874	0.0425010293216197	-0.0233699347207521
NS.1780.003.UDP0207_i7---UDP0207_i5.MC15.realigned.bam	MC15	C15	Maritime C	Maritimes		44.45433	-63.25367	2020	Snow Crab 4 (2020)	UDP0207_i7	UDP0207_i5		Maritimes	-0.0442734986212583	0.000109528829280041	0.0214749916830724	0.0149590529097793	-0.0361503378783479	0.0154993240517048	0.0146610901256633	0.0298040586857837	-0.0210871668086512	0.015182907513874	0.0153020717400572	-0.0199598226555461	0.0336372614379341	-0.0457194861613039
NS.1780.003.UDP0208_i7---UDP0208_i5.MC16.realigned.bam	MC16	C16	Maritime C	Maritimes		44.45433	-63.25367	2020	Snow Crab 4 (2020)	UDP0208_i7	UDP0208_i5		Maritimes	-0.00461300874020185	0.00622309258573143	0.0157202284504184	0.0192851234339977	-0.00474761929128156	0.0190040029818158	0.00313101510133068	0.0102604998170041	0.0549765274378872	0.00615616461974667	-0.00734088057560495	0.0327037894738309	-0.00733479244401255	0.0348436939780345
NS.1780.003.UDP0209_i7---UDP0209_i5.MC17.realigned.bam	MC17	C17	Maritime C	Maritimes		44.45433	-63.25367	2020	Snow Crab 4 (2020)	UDP0209_i7	UDP0209_i5		Maritimes	-0.018839761813064	0.0320490125871824	0.0163097547633012	0.0023632792200734	-0.0102930524792547	0.0179115024389853	0.03017629548852	-0.00715360216251348	-0.00844317825799024	0.0429580424561488	-0.0216370881114679	0.0335550546655845	-0.00407660453653374	0.0707393288872769
NS.1780.003.UDP0211_i7---UDP0211_i5.MC19.realigned.bam	MC19		Maritime C	Maritimes		44.45433	-63.25367	2020	Snow Crab 4 (2020)	UDP0211_i7	UDP0211_i5		Maritimes	0.016097735404206	0.00449464712222883	-0.0351743956674305	-0.028912969808084	0.0115256500719173	-0.0307542086314294	0.0159320271275288	-0.06005522540424	-0.0238052542766609	-0.0159927478273076	-0.0144343214815978	-0.0303954984724829	0.0119889756631628	0.0213617998833466
NS.1780.003.UDP0212_i7---UDP0212_i5.MC20.realigned.bam	MC20	C20	Maritime C	Maritimes		44.45433	-63.25367	2020	Snow Crab 4 (2020)	UDP0212_i7	UDP0212_i5		Maritimes	-0.0297838915443313	0.0325070635539824	0.0180808012124991	0.00457052245180548	-0.0178283073562783	0.018742593980343	0.0329369682919802	0.0176080001135296	-0.0293771547548734	-0.0189884897350434	-0.0248221302675369	0.0123176598092792	0.0193382774503901	0.00781527793125622
NS.1780.003.UDP0213_i7---UDP0213_i5.MC21.realigned.bam	MC21	C21	Maritime C	Maritimes		44.45433	-63.25367	2020	Snow Crab 4 (2020)	UDP0213_i7	UDP0213_i5		Maritimes	-0.0391129481047977	0.0191934304217528	-0.0416158703522408	0.00476594986575452	-0.0224325307139065	-0.0298751484179177	0.0332544869353931	0.0204547761565355	-0.0591417490364572	-0.0150678151414559	-0.0134812624661516	0.022988204911796	0.0358013896675998	-0.0162670461580011
NS.1780.003.UDP0214_i7---UDP0214_i5.MC22.realigned.bam	MC22	C22	Maritime C	Maritimes		44.45433	-63.25367	2020	Snow Crab 4 (2020)	UDP0214_i7	UDP0214_i5		Maritimes	-0.0155743617798986	0.0349357128486731	-0.0342448413737464	-0.0263079582864847	-0.00232336736397696	-0.0227154646756833	0.0407026269864459	-0.105727709475966	0.0191453435650223	-0.0292231578814263	-0.0125946919003588	-0.0144956485729509	-0.0231618931368427	0.0166999049502513
NS.1780.003.UDP0215_i7---UDP0215_i5.MC23.realigned.bam	MC23	C23	Maritime C	Maritimes		44.45433	-63.25367	2020	Snow Crab 4 (2020)	UDP0215_i7	UDP0215_i5		Maritimes	-0.027519678604862	0.0223893903392555	-0.0386527569252914	-0.0747087486476812	-0.00951573193212484	-0.0327941920575536	0.0366437643283165	-0.0740216325733251	-0.01121752714611	-0.0622462839817915	-0.0929716102092673	0.0178723940347593	0.0252250351887404	0.00949776874713759
NS.1780.003.UDP0216_i7---UDP0216_i5.MC24.realigned.bam	MC24	C24	Maritime C	Maritimes		44.45433	-63.25367	2020	Snow Crab 4 (2020)	UDP0216_i7	UDP0216_i5		Maritimes	-0.0335357502215225	0.0388131737620022	-0.0455355112768785	-0.00789712821757846	-0.012609826989612	-0.0339767572444018	0.0562887160899693	-0.00807792057557413	-0.0411575420259137	-0.0052875775886406	0.0447184878001245	0.0116677006636614	0.007515017387978	-0.0226756126623016
NS.1780.003.UDP0217_i7---UDP0217_i5.MC25.realigned.bam	MC25	C25	Maritime C	Maritimes		44.45433	-63.25367	2020	Snow Crab 4 (2020)	UDP0217_i7	UDP0217_i5		Maritimes	0.0716375396763252	-0.00413996708291674	-0.0187575919543897	0.00721547925396257	0.056285313779484	-0.0289127636180116	-0.0028771774220526	0.00789873937590155	0.0106745905494431	0.0141965509060084	-0.00542932661369996	0.0113473562935136	-0.0050323112951581	0.0334025153900118
NS.1780.003.UDP0218_i7---UDP0218_i5.MC26.realigned.bam	MC26	C26	Maritime C	Maritimes		44.45433	-63.25367	2020	Snow Crab 4 (2020)	UDP0218_i7	UDP0218_i5		Maritimes	-0.015377567777831	0.0339419658868637	0.0146022172138082	-0.0177968151243831	-0.00624838807944092	0.0195601479581343	0.0335928147180431	-0.00236632937752833	0.00837905910610123	0.00163163834768954	0.0369375149892796	0.0208329633074432	-0.0268195824528114	0.0127011410247349
NS.1780.003.UDP0219_i7---UDP0219_i5.MC27.realigned.bam	MC27	C27	Maritime C	Maritimes		44.45433	-63.25367	2020	Snow Crab 4 (2020)	UDP0219_i7	UDP0219_i5		Maritimes	-0.00474908513692915	0.00525121368427066	0.0179231088243605	-0.0124097334239619	-0.00658212346987136	0.014334041747876	0.0101456211750701	0.00955809830092159	0.0128141422014899	0.0146595814811354	-0.010612847819959	-0.00323411369751098	-0.00337935625050857	-0.0132693291419719
NS.1780.003.UDP0220_i7---UDP0220_i5.MC28.realigned.bam	MC28	C28	Maritime C	Maritimes		44.45433	-63.25367	2020	Snow Crab 4 (2020)	UDP0220_i7	UDP0220_i5		Maritimes	-0.0248527786489041	0.0321618242298771	0.00908271486850742	-0.00876883431436858	-0.0139409538045707	0.0212081442709979	0.0325008623859198	-0.0064929599622808	0.026482140967893	-0.00400904155271918	0.0176356298011793	0.00737538421906053	-0.0305820341595815	-0.00792953616538378
