IID	Sample_ID	Poolseq_ID_2020	Population	Location	Sex	Latitude	Longitude	Date collected	gDNA plate ID	UD_i7.x	UD_i5.x	Depth.x	Location.x	PCadapt1	PCadapt2	PCadapt3	PCadapt4	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10
NS.1781.002.UDP0222_i7---UDP0222_i5.10B30.realigned.bam	10B30	10B30	10B	Newfoundland		46.33	-55.99	2020	Snow Crab 17 (2020)	UDP0222_i7	UDP0222_i5		Newfoundland	0.0274828116427732	0.0388821442064586	-0.0576774361645005	0.00649733526371551	-0.0262167169247135	-0.0271217136395338	0.0354783117683356	0.0293564928723193	0.0404978325621611	0.0550364838241001	-0.043792354420775	-0.0155503100913123	0.00789981826971689	0.00759498937981993
NS.1781.002.UDP0223_i7---UDP0223_i5.10B31.realigned.bam	10B31	10B31	10B	Newfoundland		46.33	-55.99	2020	Snow Crab 17 (2020)	UDP0223_i7	UDP0223_i5		Newfoundland	0.0219921904791842	0.0464384171902464	0.0146837104377052	0.00158403033069391	-0.0234489996421205	-0.0349128685291486	0.00715089944753322	-0.0193243257525664	-0.0112070316677077	0.0324897197234549	0.0622651891713025	-0.00229450033497973	-0.0230942263811205	-0.0215895497462385
NS.1781.002.UDP0224_i7---UDP0224_i5.BdC20.realigned.bam	BdC20		Baie de Chaleur	Gulf		47.83	-65.5	2020	Snow Crab 5 (2020)	UDP0224_i7	UDP0224_i5		Gulf	0.00800183774597456	0.0433023295093344	-0.0285116374340307	-0.0159116833868687	0.000709165322228402	0.000268737143749072	-3.1034830909878E-05	-3.85263182940492E-07	-2.24391367238291E-05	-1.01979835555913E-05	-5.50707667235344E-06	-5.84974908448763E-06	-1.85373658874309E-05	-1.78143215443264E-06
NS.1781.002.UDP0225_i7---UDP0225_i5.10B33.realigned.bam	10B33	10B33	10B	Newfoundland		46.33	-55.99	2020	Snow Crab 17 (2020)	UDP0225_i7	UDP0225_i5		Newfoundland	0.0146630336498784	0.0347735825926805	0.0408242947258787	0.014256210960689	-0.0494219174445041	0.0133879062748511	-0.0196541522531761	0.0142753080520399	-0.000876609525027439	0.0506006058853274	-0.0105622282524759	-0.0287410072482861	0.013715680702058	-0.00311377732470533
NS.1781.002.UDP0226_i7---UDP0226_i5.10B34.realigned.bam	10B34	10B34	10B	Newfoundland		46.33	-55.99	2020	Snow Crab 17 (2020)	UDP0226_i7	UDP0226_i5		Newfoundland	-0.0070995267344935	0.0485794525962937	0.0199764908678759	-0.00797975713782921	-0.0257670002449348	0.0143361626211682	0.00390872373531615	0.0123932125521446	0.00725588241013653	-0.00767020142766629	-0.00718947268588144	-0.0421803884825684	0.0243827672587764	-0.00115007089527794
NS.1781.002.UDP0227_i7---UDP0227_i5.10B35.realigned.bam	10B35	10B35	10B	Newfoundland		46.33	-55.99	2020	Snow Crab 17 (2020)	UDP0227_i7	UDP0227_i5		Newfoundland	-0.0245661994105229	0.0110922056713066	0.0171604751181074	0.0141778722989851	0.0422798294809529	0.0251964791024549	-0.0150224667958026	-0.00165849316813848	0.000687494690068714	0.0164670057171454	0.0023442900190604	0.0169846524751793	-0.00586506890559835	0.0214086007512293
NS.1781.002.UDP0228_i7---UDP0228_i5.10B36.realigned.bam	10B36		10B	Newfoundland		46.33	-55.99	2020	Snow Crab 17 (2020)	UDP0228_i7	UDP0228_i5		Newfoundland	-0.0209021829765386	0.0353329792548945	0.0218569548237956	0.00125394463450856	0.0837632502131281	0.0325976226260598	0.00279989512100028	0.0204148144840026	0.000985318277719043	-0.0140160934545216	-0.00323159141240656	-0.0095795256755451	0.00997254949762213	0.00464408000332429
NS.1781.002.UDP0229_i7---UDP0229_i5.10B37.realigned.bam	10B37	10B37	10B	Newfoundland		46.33	-55.99	2020	Snow Crab 17 (2020)	UDP0229_i7	UDP0229_i5		Newfoundland	0.0148808463076601	8.26910012588718E-05	0.0203454551577659	0.00387813819849347	-0.0237278485802623	0.0153329819503565	-0.00434189378456475	0.0332312080202059	-0.00786675936914814	-0.0497260872300142	0.00433710201382154	-0.0309345807548172	0.0205312536914111	-0.0225083123838225
NS.1781.002.UDP0230_i7---UDP0230_i5.10B38.realigned.bam	10B38	10B38	10B	Newfoundland		46.33	-55.99	2020	Snow Crab 17 (2020)	UDP0230_i7	UDP0230_i5		Newfoundland	0.0746653759505	-0.00860766094706066	0.0206942096078543	0.00626193064581356	-0.0271435262185325	0.012568955169586	-0.000212502421036799	-0.0169921698283964	-0.00634850790051239	0.00919247188554453	0.0505033543515109	-0.012201070238731	-0.0232423505926126	-0.0195113124390588
NS.1781.002.UDP0231_i7---UDP0231_i5.10B39.realigned.bam	10B39	10B39	10B	Newfoundland		46.33	-55.99	2020	Snow Crab 17 (2020)	UDP0231_i7	UDP0231_i5		Newfoundland	0.018532393699996	0.0120259749589431	0.0129184041839187	0.00662115141571161	-0.00762370833102365	0.0165520563078651	-0.00831386693461271	0.0203732023094105	0.00709508845233576	-0.0369057018515381	-0.0188183092330518	-0.00319114604914863	0.0215237905009182	0.0273936452298103
NS.1781.002.UDP0232_i7---UDP0232_i5.BdC21.realigned.bam	BdC21		Baie de Chaleur	Gulf		47.83	-65.5	2020	Snow Crab 5 (2020)	UDP0232_i7	UDP0232_i5		Gulf	0.00660478544601052	0.00692158480876309	-0.0402875041955467	0.0101927401858274	-0.0183014520127088	0.0165900303526893	0.00633365125585602	-0.00292249059511976	0.0320668850824833	0.0237545349557993	0.0105156525166513	0.00874837507797856	0.0189408868453035	-0.0137961173705613
NS.1781.002.UDP0233_i7---UDP0233_i5.4_1.realigned.bam	4_1	4-1	Management Area 4	Labrador		52.09	-52.88	2020	Snow Crab 17 (2020)	UDP0233_i7	UDP0233_i5		Labrador	0.00608901890078933	0.0542507976796329	0.0066750851121412	0.0129342587843615	0.003597985747854	-0.0447878200804603	-0.0167387265161317	0.0281474348717177	0.00760817703866467	0.0267985049300345	-0.0214207331772457	0.0103453800341276	-0.0276996504445521	0.0702475909902325
NS.1781.002.UDP0234_i7---UDP0234_i5.4_2.realigned.bam	4_2	4-2	Management Area 4	Labrador		52.09	-52.88	2020	Snow Crab 17 (2020)	UDP0234_i7	UDP0234_i5		Labrador	0.0150431102082649	0.0426805827977028	-0.0201797270980915	-0.00457750300812791	-0.0203696713975654	0.0191312475891592	-0.0232171259317811	0.01101629829841	-0.0354498473447504	0.00393022861102486	-0.0191381178785234	-0.00805875288444988	-0.0500821462141479	0.0430653366112643
NS.1781.002.UDP0235_i7---UDP0235_i5.4_3.realigned.bam	4_3	4-3	Management Area 4	Labrador		52.09	-52.88	2020	Snow Crab 17 (2020)	UDP0235_i7	UDP0235_i5		Labrador	0.00485837614954359	0.0435235055181898	0.0128432245847348	-0.00371356419815031	0.0303852197610283	0.0196985682372216	-0.022692083266322	0.00256811795988379	-0.00105041427934671	-0.0167591133498012	0.0160070406563436	0.0387831130515956	-0.00874954699278013	0.0150447469398106
NS.1781.002.UDP0236_i7---UDP0236_i5.4_4.realigned.bam	4_4	4-4	Management Area 4	Labrador		52.09	-52.88	2020	Snow Crab 17 (2020)	UDP0236_i7	UDP0236_i5		Labrador	0.0167018173472937	0.0269595506641128	-0.0337905647494456	-0.00650910972398579	0.0105731014272518	0.0254954913040407	0.00462467373357006	0.00977748191706812	-0.0294591994952646	0.0122924217738997	-0.0267117503272904	-0.0102888087927344	0.0186125346592458	-0.0145160940721109
NS.1781.002.UDP0237_i7---UDP0237_i5.4_5.realigned.bam	4_5	4-5	Management Area 4	Labrador		52.09	-52.88	2020	Snow Crab 17 (2020)	UDP0237_i7	UDP0237_i5		Labrador	0.00609050913902084	0.0344682656563338	-0.041284515357297	-0.0394659197566954	-0.00558805888171109	0.0120381721197167	-0.0308654466581885	0.0317515844038461	-0.063007083400571	-0.003262417109223	0.0375989950771168	-0.020421021306202	0.0202076385641025	0.0119846399442844
NS.1781.002.UDP0238_i7---UDP0238_i5.4_6.realigned.bam	4_6	4-6	Management Area 4	Labrador		52.09	-52.88	2020	Snow Crab 17 (2020)	UDP0238_i7	UDP0238_i5		Labrador	-0.00144866814549116	0.0558246591151736	0.0179751678941647	0.00571582886838621	-0.0148370330327214	0.0137948432779008	0.00809743506854358	0.0286930712807998	0.0201906973613983	0.0147447226971981	-0.00620083268897173	-0.00125690516705919	-0.0263412665238148	0.0245771621526864
NS.1781.002.UDP0239_i7---UDP0239_i5.4_7.realigned.bam	4_7	4-7	Management Area 4	Labrador		52.09	-52.88	2020	Snow Crab 17 (2020)	UDP0239_i7	UDP0239_i5		Labrador	0.00349266100425217	0.0574480797228705	0.0171797527927883	-0.00770857247477502	-0.00308749634435033	0.023071292822916	0.00503950774368949	-0.00235238936658376	-0.0311327038114871	0.00105696124141682	-0.00763489930293184	0.0123345154033843	0.0109281267904927	-0.00132152756306621
NS.1781.002.UDP0240_i7---UDP0240_i5.BdC22.realigned.bam	BdC22		Baie de Chaleur	Gulf		47.83	-65.5	2020	Snow Crab 5 (2020)	UDP0240_i7	UDP0240_i5		Gulf	0.00812567624966447	0.0357964209744575	-0.0535653885787993	0.00276785004572544	-0.023087033221453	-0.0369491672318751	-0.0188035171319128	0.0129697878470843	0.00788915153131556	0.0122222087901696	-0.00938509711969429	0.0169883748680479	-0.00657304046349875	0.0235620239285596
NS.1781.002.UDP0241_i7---UDP0241_i5.4_9.realigned.bam	4_9	4-9	Management Area 4	Labrador		52.09	-52.88	2020	Snow Crab 17 (2020)	UDP0241_i7	UDP0241_i5		Labrador	-0.0173688317340947	0.0465569751210494	0.0125740456483519	0.0187690516434528	-0.0249176305865245	0.0150552934043317	-0.0466922092233416	0.00562600994628274	0.0348675506806377	0.0265879694711616	0.0377104102138188	0.0138005037473331	-0.0424950160347954	0.0534394278068446
NS.1781.002.UDP0242_i7---UDP0242_i5.4_10.realigned.bam	4_10	4-10	Management Area 4	Labrador		52.09	-52.88	2020	Snow Crab 17 (2020)	UDP0242_i7	UDP0242_i5		Labrador	-0.0282510005701371	0.0386918790925459	0.0301725313588183	-0.0129331255210589	0.00019749228592586	7.55370858726199E-05	-6.28551821876788E-06	1.52916764503512E-06	-2.49985700362431E-06	-2.55599805212283E-06	-4.4928280495551E-06	3.86238388373587E-06	-4.39030359920811E-06	-3.757453653734E-06
NS.1781.002.UDP0243_i7---UDP0243_i5.4_11.realigned.bam	4_11	4-11	Management Area 4	Labrador		52.09	-52.88	2020	Snow Crab 17 (2020)	UDP0243_i7	UDP0243_i5		Labrador	-0.0497111814569814	0.00843486703880599	0.0209975234050706	-0.0164477968021772	-0.00132570746690545	0.0208542775904086	0.00128539154265118	-0.00484772195921737	0.00399037774339474	0.0201364854568781	0.0167605805859028	-0.0173693333917262	0.0175742729437509	-0.0113264226655177
NS.1781.002.UDP0244_i7---UDP0244_i5.4_12.realigned.bam	4_12	4-12	Management Area 4	Labrador		52.09	-52.88	2020	Snow Crab 17 (2020)	UDP0244_i7	UDP0244_i5		Labrador	-0.0152047419982228	0.0287689778941284	0.022098448028329	0.00449960092737988	-0.000235730128189688	0.0221270123513933	0.0043650258607398	0.0121546689464715	-0.0532217024744819	-0.0235695050388584	0.00789072432314123	0.00029921758826806	0.0163472915073338	0.00855304685021473
NS.1781.002.UDP0245_i7---UDP0245_i5.4_13.realigned.bam	4_13	4-13	Management Area 4	Labrador		52.09	-52.88	2020	Snow Crab 17 (2020)	UDP0245_i7	UDP0245_i5		Labrador	0.00630577757781946	0.0647518807472628	0.00979368553317013	0.00814004459993017	-0.040523702127511	-0.0880851434895844	-0.0211768509143704	0.0157109089401279	-0.00666144293545852	-0.0113669407582072	-0.0146796811204449	0.0196938282182429	0.0493210461915198	-0.0369574016103793
NS.1781.002.UDP0246_i7---UDP0246_i5.4_14.realigned.bam	4_14	4-14	Management Area 4	Labrador		52.09	-52.88	2020	Snow Crab 17 (2020)	UDP0246_i7	UDP0246_i5		Labrador	-0.023576063839814	0.0494404146353311	0.0157568112119839	0.00901294322955313	0.00791765701111276	-0.0370606304618815	0.00960670776613205	0.00974736687630465	-0.00726735035943256	0.0246297262520064	0.0170965493647488	-0.0400156881492657	-0.0204645108495041	-0.00858375317308655
NS.1781.002.UDP0247_i7---UDP0247_i5.4_15.realigned.bam	4_15	4-15	Management Area 4	Labrador		52.09	-52.88	2020	Snow Crab 17 (2020)	UDP0247_i7	UDP0247_i5		Labrador	-0.038643991288768	0.0398509646496287	0.0304813121979825	-0.00486281398483124	-0.000407157426949504	0.000119325442710204	3.1736957043466E-06	2.51350119897397E-06	8.12324538799016E-06	4.86636710131654E-06	7.89521979162997E-06	9.83933339789305E-06	-6.55607880548409E-06	1.78641547435201E-06
NS.1781.002.UDP0248_i7---UDP0248_i5.BdC23.realigned.bam	BdC23		Baie de Chaleur	Gulf		47.83	-65.5	2020	Snow Crab 5 (2020)	UDP0248_i7	UDP0248_i5		Gulf	-0.0274485781078832	0.0355341216759184	0.00486633990691962	0.00168898827812425	0.0165055544926925	0.0152752144603246	-0.0198080970820316	-0.00170311256437155	-0.00277808666140386	0.00377374675574773	0.0322534464426601	0.0314776461155486	-0.0256766279224791	0.00806265628157628
NS.1781.002.UDP0249_i7---UDP0249_i5.4_17.realigned.bam	4_17	4-17	Management Area 4	Labrador		52.09	-52.88	2020	Snow Crab 17 (2020)	UDP0249_i7	UDP0249_i5		Labrador	-0.0246779991144897	0.0229049033179936	-0.0510701401996035	-0.0134005248435586	-0.0146268549328809	0.0180298929424314	-0.0154196130868721	-0.0432206477958976	0.0108380861330762	-0.0125433321755491	-0.0460670235034009	-0.0311407705425886	-0.00923637462619285	0.0599159484084138
NS.1781.002.UDP0250_i7---UDP0250_i5.4_18.realigned.bam	4_18	4-18	Management Area 4	Labrador		52.09	-52.88	2020	Snow Crab 17 (2020)	UDP0250_i7	UDP0250_i5		Labrador	-0.0383867179197567	0.0293909349935901	-0.0348688603980361	-0.0134992755512712	-0.0216588849159125	0.0150278023574083	-0.0231770424073704	0.0172466083998833	-0.0485005059272202	0.0284963572226659	0.00294591357697087	-0.0248981502742856	-0.0152368698798645	-0.00274179977496084
NS.1781.002.UDP0251_i7---UDP0251_i5.4_19.realigned.bam	4_19	4-19	Management Area 4	Labrador		52.09	-52.88	2020	Snow Crab 17 (2020)	UDP0251_i7	UDP0251_i5		Labrador	-0.0549285850710012	0.0306322923376621	0.0207327490841844	0.020171527713104	0.0251406690847705	0.0225944928263369	-0.018744917088957	0.0292884063666257	0.00906509736336881	-0.0300689989750394	-0.00534072150747744	0.00261873892276212	0.00663548218937872	-0.0182675772696273
NS.1781.002.UDP0252_i7---UDP0252_i5.4_20.realigned.bam	4_20	4-20	Management Area 4	Labrador		52.09	-52.88	2020	Snow Crab 17 (2020)	UDP0252_i7	UDP0252_i5		Labrador	0.0319623438109884	0.00883553702400065	0.0212975076744245	0.0102709146521738	-0.0352064398543439	0.00940082788394969	-0.0324188716590647	0.00198991127452915	0.000402718073202876	0.00672708633053886	0.0375196163382405	0.0134252881378926	0.0486083857938372	-0.0157110060017736
NS.1781.002.UDP0253_i7---UDP0253_i5.4_21.realigned.bam	4_21	4-21	Management Area 4	Labrador		52.09	-52.88	2020	Snow Crab 17 (2020)	UDP0253_i7	UDP0253_i5		Labrador	0.0204228733015453	0.0359464067343154	-0.0376268744698765	-0.00488006501607556	-0.00867069385236934	0.0156759996638554	-0.0123203763728188	-0.00342476640264988	0.0198304440006331	-0.00130905630910976	0.0238748287171594	0.028916061174118	0.0278825827981198	0.0148692232042466
NS.1781.002.UDP0254_i7---UDP0254_i5.4_22.realigned.bam	4_22	4-22	Management Area 4	Labrador		52.09	-52.88	2020	Snow Crab 17 (2020)	UDP0254_i7	UDP0254_i5		Labrador	-0.0339997661614713	0.0155357982475295	0.0168774464096801	-0.00947082034930479	0.0724507922466275	0.0333517220948112	0.0119759501654836	0.00968183872077859	0.000438563272917493	-0.0187696208591446	0.00496625181946688	0.0201243395615245	0.0126159909587916	0.00442619593752136
NS.1781.002.UDP0255_i7---UDP0255_i5.4_23.realigned.bam	4_23	4-23	Management Area 4	Labrador		52.09	-52.88	2020	Snow Crab 17 (2020)	UDP0255_i7	UDP0255_i5		Labrador	0.000966834052294485	0.016963845717793	0.0210322343611779	-0.00547397058275698	-0.0427477830040566	0.00636698013534287	-0.0573677745827588	0.0509817234382006	0.0374878016051289	-0.0185059780538949	-0.00345475973970605	-0.0129002243277179	-0.0705930283301836	-0.0135600162750205
NS.1781.002.UDP0256_i7---UDP0256_i5.BdC24.realigned.bam	BdC24		Baie de Chaleur	Gulf		47.83	-65.5	2020	Snow Crab 5 (2020)	UDP0256_i7	UDP0256_i5		Gulf	0.000300347266127409	0.0107775920936112	-0.0408191861506212	0.00425240658328762	-0.0173266475954487	0.0203233507478993	0.0199459319726612	0.0102365261510704	0.00340266956580026	-0.00816373759025039	-0.00103176224417843	0.0307530282962503	0.00447234071113646	0.012537523014568
NS.1781.002.UDP0257_i7---UDP0257_i5.4_25.realigned.bam	4_25	4-25	Management Area 4	Labrador		52.09	-52.88	2020	Snow Crab 17 (2020)	UDP0257_i7	UDP0257_i5		Labrador	-0.00327086021723749	0.051282432044498	0.022300838087281	0.0071539589161816	-0.0409936664867747	0.00837607305731433	-0.0332824748618683	-0.00281866000348138	0.00523143939227839	0.0130265152500447	0.0231972057467086	0.0469892410881614	-0.0116468270903659	0.0240539395732646
NS.1781.002.UDP0258_i7---UDP0258_i5.4_26.realigned.bam	4_26	4-26	Management Area 4	Labrador		52.09	-52.88	2020	Snow Crab 17 (2020)	UDP0258_i7	UDP0258_i5		Labrador	-0.0106584734354435	0.048067284708904	0.00114997972118861	-0.00458647482794893	-0.0495483204926329	-0.00117310440712824	-0.124694843073257	0.00328776917627992	0.00652035159623374	0.0386691096999333	0.0397829650746278	0.0190247459135078	-0.00802900053933366	0.00068356186987964
NS.1781.002.UDP0259_i7---UDP0259_i5.4_27.realigned.bam	4_27	4-27	Management Area 4	Labrador		52.09	-52.88	2020	Snow Crab 17 (2020)	UDP0259_i7	UDP0259_i5		Labrador	-0.0277671613833061	0.0185238314461132	-0.0414144711448481	-0.00967395232254807	0.0298403857509493	0.0202038823391353	-0.0220585091138233	0.00476646083469528	-0.0110492476667823	0.00852434209075954	0.0206326278778909	-0.00306112190111228	-0.0127296988721485	0.0123613824000911
NS.1781.002.UDP0260_i7---UDP0260_i5.4_28.realigned.bam	4_28	4-28	Management Area 4	Labrador		52.09	-52.88	2020	Snow Crab 17 (2020)	UDP0260_i7	UDP0260_i5		Labrador	0.0261460667231425	0.024373552067709	-0.0278449770197801	-0.00272085229540632	0.0324179589061187	0.0251917352771104	0.001815659175116	0.0182901308545905	0.00265419538470328	-0.00429103175699843	0.00272398954714648	-0.0203476600396106	0.0123778470196536	-0.0102063152211878
NS.1781.002.UDP0261_i7---UDP0261_i5.4_29.realigned.bam	4_29	4-29	Management Area 4	Labrador		52.09	-52.88	2020	Snow Crab 17 (2020)	UDP0261_i7	UDP0261_i5		Labrador	0.0383241434139426	0.0358898920501177	-0.0689345223773209	-0.036519520196953	0.000523902559762149	0.0230881488511919	0.0061941961703585	-0.0241005340879412	0.0213413397309773	0.0164127321484806	0.0169120789349993	0.0133765751636786	0.0109082430021588	-0.0339572772907969
NS.1781.002.UDP0262_i7---UDP0262_i5.4_30.realigned.bam	4_30	4-30	Management Area 4	Labrador		52.09	-52.88	2020	Snow Crab 17 (2020)	UDP0262_i7	UDP0262_i5		Labrador	-0.0124176074762905	0.0397728326705522	0.0201622726499631	-0.000384918940677599	-0.0139412362448648	0.0113323194635655	-0.0412745481283656	-0.00820104957045814	0.0189819797742804	-0.000295541981852471	0.0308229028203947	0.0150542839741231	0.0108990175553618	-0.0414041808157788
NS.1781.002.UDP0263_i7---UDP0263_i5.4_31.realigned.bam	4_31	4-31	Management Area 4	Labrador		52.09	-52.88	2020	Snow Crab 17 (2020)	UDP0263_i7	UDP0263_i5		Labrador	-0.0279164259403591	0.00310744356753421	-0.0490214655676428	-0.017729640335799	0.0471829662336451	0.0296075958871612	0.0317547731914116	0.017369897181944	-0.000264962443502403	0.0147382771148301	-0.00490137946707946	-0.00678236303460269	-0.0433462845922424	0.0570481048113458
NS.1781.002.UDP0264_i7---UDP0264_i5.BdC25.realigned.bam	BdC25		Baie de Chaleur	Gulf		47.83	-65.5	2020	Snow Crab 5 (2020)	UDP0264_i7	UDP0264_i5		Gulf	-0.0169017641140867	0.00678096180128584	0.00878168880074159	-0.0400976427902853	0.0257978131300423	-0.0162771603337464	0.0487548580855991	-0.0462714961874144	-0.0355746889931132	-0.0063381908135348	-0.0131702976455806	-0.0179947564074631	0.00210291940001081	0.0105359351608696
NS.1781.002.UDP0265_i7---UDP0265_i5.4_33.realigned.bam	4_33	4-33	Management Area 4	Labrador		52.09	-52.88	2020	Snow Crab 17 (2020)	UDP0265_i7	UDP0265_i5		Labrador	0.0254338061096199	-0.00222049403226029	0.0110019613637687	0.00830918796201336	0.0543636368477583	0.0267721908133788	0.0140432587370674	0.0196890006065562	0.0011226658701503	0.00375230427972891	-0.00279875084500777	-0.0041872017570137	0.00701739988386335	-0.0121394317221914
NS.1781.002.UDP0267_i7---UDP0267_i5.4_35.realigned.bam	4_35		Management Area 4	Labrador		52.09	-52.88	2020	Snow Crab 17 (2020)	UDP0267_i7	UDP0267_i5		Labrador	-0.0198382913772922	0.00755270474570597	0.0144832204328008	-0.000295597391022657	0.0723738275598903	0.0246692122151581	-0.0225040908684676	0.0174458857665548	0.00755399621626669	-0.00877440840174524	0.000484730148362386	0.000104482430860888	0.0117970873449518	0.00624547143058123
NS.1781.002.UDP0268_i7---UDP0268_i5.4_36.realigned.bam	4_36	4-36	Management Area 4	Labrador		52.09	-52.88	2020	Snow Crab 17 (2020)	UDP0268_i7	UDP0268_i5		Labrador	0.021510041829615	0.0339655813282084	-0.021855122633788	-0.00892011812690935	-0.00493333837324195	0.0175905984708706	0.00233913979646875	0.0235587578767996	-0.0194837330276828	-0.0234030644793462	0.0106171745937434	0.0370762655039633	-0.0141088756905814	0.0263776831108612
NS.1781.002.UDP0269_i7---UDP0269_i5.4_37.realigned.bam	4_37	4-37	Management Area 4	Labrador		52.09	-52.88	2020	Snow Crab 17 (2020)	UDP0269_i7	UDP0269_i5		Labrador	0.077455863704083	0.00876801577857915	-0.00569385667040869	0.00478340598908571	-0.0251752569048003	0.0203527273159066	0.0299758113054067	0.00909725070912185	-0.0133349883107066	0.0242749254881612	-0.00510286013768734	-0.00863912893990535	-0.0328622447258696	0.0412888142820141
NS.1781.002.UDP0270_i7---UDP0270_i5.4_38.realigned.bam	4_38	4-38	Management Area 4	Labrador		52.09	-52.88	2020	Snow Crab 17 (2020)	UDP0270_i7	UDP0270_i5		Labrador	0.0054719453903275	0.0434519607644541	0.00817377796897696	0.010707578432044	-0.00475807716490663	0.0147349115144251	-0.0284815749273264	0.0351792705831345	-0.0380540322576086	-0.0302105887692367	0.0230388401342651	-0.0147240438949424	0.0096178404440571	-0.00388061597361428
NS.1781.002.UDP0271_i7---UDP0271_i5.4_39.realigned.bam	4_39	4-39	Management Area 4	Labrador		52.09	-52.88	2020	Snow Crab 17 (2020)	UDP0271_i7	UDP0271_i5		Labrador	0.0128017789830539	0.0273641710436588	-0.0492172828447049	0.00777372017960546	0.0139483361920212	0.0135637081658504	-0.0425391499209309	0.00176397168919584	0.0447475261961726	0.0174140285215763	-0.000394137790908106	0.0192715992304442	0.0214505757848465	0.0199439262713459
NS.1781.002.UDP0272_i7---UDP0272_i5.BdC26.realigned.bam	BdC26		Baie de Chaleur	Gulf		47.83	-65.5	2020	Snow Crab 5 (2020)	UDP0272_i7	UDP0272_i5		Gulf	0.0265295196865429	0.0216359326702768	-0.0397809281397924	0.0103927726788425	-0.0122635162054524	0.0147468692340852	0.0161117619377686	0.00265398829216802	-0.00643825078149115	0.0238512406021196	0.000583781655429846	0.022125363683392	-0.0305174671598112	0.0525618542445057
NS.1781.002.UDP0274_i7---UDP0274_i5.BdC2.realigned.bam	BdC2		Baie de Chaleur	Gulf		47.83	-65.5	2020	Snow Crab 5 (2020)	UDP0274_i7	UDP0274_i5		Gulf	-0.0416072854014301	0.0148407969236592	0.00122423654726422	-0.0369796369476747	0.0062920567719524	0.0171631514410224	-0.000633140850119861	0.000391196742292438	0.031522632129954	0.00401493080862345	-0.011266432428333	0.0229144232406485	-0.00981383891242339	-0.0187957936792611
NS.1781.002.UDP0275_i7---UDP0275_i5.BdC3.realigned.bam	BdC3		Baie de Chaleur	Gulf		47.83	-65.5	2020	Snow Crab 5 (2020)	UDP0275_i7	UDP0275_i5		Gulf	-0.0275901345073336	0.00520788675975381	-0.0471246918166988	0.0106363288643135	0.013893694930785	0.0147500482377214	-0.0166537148194515	0.0214100347016032	-0.0026804330909379	-0.0185648045482713	0.0196591506088729	0.00967029700862186	-0.00290247569555593	0.0150269784271553
NS.1781.002.UDP0277_i7---UDP0277_i5.BdC5.realigned.bam	BdC5		Baie de Chaleur	Gulf		47.83	-65.5	2020	Snow Crab 5 (2020)	UDP0277_i7	UDP0277_i5		Gulf	0.00716086442793003	0.049207525747552	0.0127343956089148	-0.00377584565566736	-0.0280096355992078	0.0116947457127879	-0.0238052022401117	-0.00740356173017643	0.0170539282653858	0.0130238944672839	-0.0169210837533703	0.0457579571371035	0.0342101466590374	0.0312778159765093
NS.1781.002.UDP0278_i7---UDP0278_i5.BdC6.realigned.bam	BdC6		Baie de Chaleur	Gulf		47.83	-65.5	2020	Snow Crab 5 (2020)	UDP0278_i7	UDP0278_i5		Gulf	0.00319900517976455	0.0404348793493056	0.013015864489167	0.00436234990060273	-0.0307429785677755	0.0174782797965062	-0.00476894063541011	-0.0124098880952918	-0.0852031925095415	0.0578587547902501	0.00600207875644277	0.0253796695496828	-0.0208910210883359	0.0139671190551768
NS.1781.002.UDP0279_i7---UDP0279_i5.BdC7.realigned.bam	BdC7		Baie de Chaleur	Gulf		47.83	-65.5	2020	Snow Crab 5 (2020)	UDP0279_i7	UDP0279_i5		Gulf	0.00961363592114839	0.0460313416503757	0.0209140328392218	-0.00535055166988735	-0.0330867267836291	0.0150249892108944	-0.0127202865779126	-0.0031291314785301	-0.0531241447131045	0.0393790191357707	0.0170142741756451	-0.00510101319132146	-0.0239257207134854	-0.012302249359972
NS.1781.002.UDP0281_i7---UDP0281_i5.BdC9.realigned.bam	BdC9		Baie de Chaleur	Gulf		47.83	-65.5	2020	Snow Crab 5 (2020)	UDP0281_i7	UDP0281_i5		Gulf	0.0382685644554494	0.0661482258577368	0.00472792875867568	-0.00289565186739373	-0.00722746950917449	-0.0284932730864806	0.00714364263605018	0.0216157701959019	0.00570476466172027	0.0183332315054303	-0.00334198106341196	-0.0295521889528382	0.0234986613821599	-0.0644210352809487
NS.1781.002.UDP0282_i7---UDP0282_i5.BdC10.realigned.bam	BdC10		Baie de Chaleur	Gulf		47.83	-65.5	2020	Snow Crab 5 (2020)	UDP0282_i7	UDP0282_i5		Gulf	-0.00712839838361401	0.0354133099148663	0.025756959702773	0.002093072346153	-0.000276014919557786	-0.000176117171789471	1.02449637882395E-05	-2.42915442834704E-06	4.54882436033395E-06	2.98430707760069E-06	8.66498834125158E-06	-6.47233475920776E-06	6.60790078986485E-06	5.46732846843311E-06
NS.1781.002.UDP0283_i7---UDP0283_i5.BdC11.realigned.bam	BdC11		Baie de Chaleur	Gulf		47.83	-65.5	2020	Snow Crab 5 (2020)	UDP0283_i7	UDP0283_i5		Gulf	-0.0361776697191894	0.00988915392892359	0.0134042812974409	-0.00184024429803952	0.0805862181450435	0.0269564590350601	-0.0189330452078738	-0.0107309862046664	-0.015450315176171	-0.00366222318005243	-0.00811992966383017	-0.0167287731834904	-0.000761205541539951	0.00660036136514147
